;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Air_Temperature;Relative_Humidity;Visibility;Air_Pressure_at_Station_Height;Cloud_Cover;Daily_Precipitation_Height;Snow_Height_Daily_Value;Global_Radiation;Vapor_Pressure;Dew_Point_Temperature;Wind_Direction;Wind_Strength
2016-11-06;137809.75;131158.75;15221.25;5.53;89.33;7.67;975.6;8.0;5.1;-999.0;;8.07;4.77;22.67;2.0
2016-11-07;195453.0;185697.25;11866.0;3.2;84.33;8.33;980.87;8.0;1.2;-999.0;;6.5;2.13;13.33;2.33
2016-11-08;208223.75;200670.0;11270.75;2.4;85.33;7.67;982.77;8.0;0.0;-999.0;;6.17;1.43;22.67;1.67
2016-11-09;205235.25;194563.25;10935.75;5.2;72.33;9.0;977.23;8.0;7.4;-999.0;;6.4;3.2;18.67;2.33
2016-11-10;201476.75;186509.75;10831.5;7.77;80.67;9.0;982.1;8.0;7.4;-999.0;;8.53;6.23;18.67;3.0
2016-11-11;201642.25;193024.5;9099.25;5.4;90.0;8.67;988.07;8.0;2.0;-999.0;;8.13;4.7;25.33;1.33
2016-11-12;162904.25;157953.75;10857.5;3.33;95.67;5.67;994.8;8.0;0.0;-999.0;;7.4;3.07;29.33;1.33
2016-11-13;142594.75;134389.75;19281.25;3.63;87.33;6.33;995.57;8.0;0.0;-999.0;;6.87;2.67;22.67;1.0
2016-11-14;203160.25;192364.5;11996.25;1.2;89.0;6.0;1003.13;8.0;0.0;-999.0;;5.93;0.57;26.67;1.67
2016-11-15;209353.75;199487.5;9283.25;5.27;67.67;7.67;1002.3;8.0;1.4;-999.0;;6.0;2.87;14.67;2.33
2016-11-16;203021.5;189698.75;14067.0;10.23;87.33;8.33;994.27;8.0;3.9;-999.0;;10.93;9.17;14.67;3.0
2016-11-17;199676.75;181892.5;11945.75;11.73;78.67;9.0;986.03;8.0;0.6;-999.0;;10.87;9.77;18.67;3.33
2016-11-18;197198.75;177375.0;13601.25;12.67;68.0;9.0;978.57;8.0;15.6;-999.0;;9.9;9.5;17.33;4.33
2016-11-19;163539.75;153852.25;11740.25;6.6;87.0;9.0;983.0;8.0;5.1;-999.0;;8.5;5.63;14.67;2.67
2016-11-20;139929.0;116927.5;19884.5;8.93;68.0;8.0;976.97;8.0;0.0;-999.0;;7.2;5.53;17.33;2.33
2016-11-21;199247.75;186717.25;9545.25;8.8;75.0;8.33;975.37;8.0;0.0;-999.0;;8.47;6.67;20.0;1.67
2016-11-22;201356.25;194172.0;13096.75;9.93;84.0;7.67;983.93;8.0;0.0;-999.0;;10.27;8.53;18.67;1.33
2016-11-23;202985.0;195223.0;9399.75;6.8;98.33;5.0;987.57;8.0;0.0;-999.0;;9.73;6.67;20.0;0.67
2016-11-24;201649.75;188652.5;11901.5;6.27;98.0;5.67;986.53;8.0;0.0;-999.0;;9.37;6.13;29.33;1.33
2016-11-25;197423.0;184243.5;10875.75;5.77;89.67;5.33;986.53;8.0;0.0;-999.0;;8.33;4.97;20.0;1.33
2016-11-26;161361.25;159473.75;9785.5;7.7;88.0;6.67;989.43;8.0;0.0;-999.0;;9.27;6.73;29.33;1.0
2016-11-27;141760.75;137134.75;15047.25;6.47;91.67;6.0;989.7;8.0;0.0;-999.0;;8.9;5.87;21.33;1.33
2016-11-28;199847.25;180304.25;11458.75;3.03;58.67;8.33;994.43;8.0;0.0;-999.0;;4.23;0.07;16.0;2.33
2016-11-29;212134.75;194559.75;8713.0;-1.1;66.67;7.67;1002.13;8.0;0.0;-999.0;;3.7;-2.97;16.0;1.0
2016-11-30;210957.0;196432.25;12110.5;-1.97;78.0;7.33;1005.1;8.0;0.0;-999.0;;4.03;-3.17;29.33;1.67
2016-12-01;209989.5;193611.5;10023.25;-0.17;86.33;5.67;1000.3;8.0;0.0;-999.0;;5.17;-1.07;13.33;1.0
2016-12-02;206261.5;197080.5;9657.5;0.73;84.0;6.67;994.73;8.0;0.0;-999.0;;5.37;-0.33;26.67;1.0
2016-12-03;166533.5;151359.25;12308.25;1.1;95.0;4.33;992.8;8.0;0.0;-999.0;;6.3;0.77;16.0;1.33
2016-12-04;156917.0;146256.75;7466.5;-2.97;87.67;5.67;996.97;8.0;0.0;-999.0;;4.33;-3.57;18.67;1.0
2016-12-05;208712.75;202327.25;11353.0;-2.47;91.33;4.0;999.0;8.0;0.1;-999.0;;4.67;-2.83;20.0;0.67
2016-12-06;214571.5;208192.75;10833.5;-2.9;97.0;3.67;1003.07;8.0;0.2;-999.0;;4.8;-3.0;29.33;1.0
2016-12-07;217333.0;211591.5;8463.25;-2.43;97.33;3.0;1006.23;8.0;0.1;-999.0;;4.97;-2.53;28.0;1.0
2016-12-08;211701.25;198888.0;12487.0;-0.03;91.67;6.0;1004.9;8.0;0.0;-999.0;;5.67;-0.53;21.33;0.67
2016-12-09;206066.75;192773.25;8768.0;3.07;77.0;7.33;1003.33;7.67;0.0;-999.0;;5.7;1.23;12.0;0.67
2016-12-10;163552.75;149693.75;11995.75;2.07;76.0;6.67;998.9;8.0;0.0;-999.0;;5.17;0.23;17.33;1.0
2016-12-11;145558.5;130672.75;19772.5;3.77;83.0;7.33;996.8;8.0;0.6;-999.0;;6.7;2.6;22.67;1.67
2016-12-12;202159.25;195421.0;7273.25;2.03;90.33;4.0;998.5;8.0;0.0;-999.0;;6.33;1.3;17.33;1.0
2016-12-13;209372.5;202877.25;12280.75;-1.13;99.33;3.67;998.4;8.0;0.3;-999.0;;5.6;-1.17;26.67;1.33
2016-12-14;204909.0;199010.25;11493.75;2.57;94.0;3.67;996.3;8.0;0.0;-999.0;;6.9;2.13;18.67;1.0
2016-12-15;203211.5;196666.75;13325.0;-0.6;100.0;1.0;997.8;8.0;0.0;-999.0;;5.87;-0.6;18.67;0.67
2016-12-16;199502.5;195324.5;12920.75;-0.97;99.67;3.33;1001.4;8.0;0.0;-999.0;;5.7;-0.97;22.67;1.0
2016-12-17;169107.25;166177.25;8823.25;-0.53;98.0;4.33;1009.03;8.0;0.0;-999.0;;5.8;-0.6;28.0;1.33
2016-12-18;154654.0;153032.75;6592.25;1.43;99.33;3.67;1006.47;8.0;0.0;-999.0;;6.77;1.43;20.0;1.0
2016-12-19;200345.0;194810.25;10179.0;2.5;81.67;6.67;995.93;8.0;0.0;-999.0;;5.83;1.17;20.0;1.33
2016-12-20;201438.5;194404.0;10748.25;-0.83;97.0;4.67;994.17;8.0;0.0;-999.0;;5.57;-1.0;26.67;1.0
2016-12-21;201409.25;197772.75;10435.75;-1.33;97.33;4.0;1001.5;8.0;0.0;-999.0;;5.4;-1.47;25.33;1.33
2016-12-22;189832.5;182605.0;11766.75;0.3;93.67;5.67;1003.03;8.0;3.1;-999.0;;5.9;-0.07;20.0;1.0
2016-12-23;169453.75;165700.25;10926.0;5.43;99.0;4.67;1005.97;8.0;0.2;-999.0;;8.93;5.37;21.33;1.33
2016-12-24;136832.0;121013.5;11196.5;8.13;79.33;9.0;1003.8;8.0;0.0;-999.0;;8.63;6.53;18.67;3.67
2016-12-25;122035.0;104086.5;15251.75;8.93;70.33;8.33;1003.67;8.0;0.0;-999.0;;8.03;6.47;20.0;4.0
2016-12-26;125010.75;110875.0;13862.25;7.9;81.33;8.33;1003.87;8.0;1.5;-999.0;;8.63;6.37;17.33;3.0
2016-12-27;150565.5;137159.0;15125.25;1.7;83.67;7.33;1013.37;8.0;0.0;-999.0;;5.6;0.5;21.33;0.67
2016-12-28;152561.0;144757.0;14185.0;-1.57;90.67;6.0;1014.33;8.0;0.0;-999.0;;4.9;-2.07;28.0;1.33
2016-12-29;156850.0;143879.0;12385.0;-2.93;99.0;2.33;1009.87;8.0;0.0;-999.0;;4.87;-3.0;22.67;1.0
2016-12-30;157901.75;149710.0;9661.25;-4.17;96.33;3.33;1009.4;8.0;0.0;-999.0;;4.3;-4.3;18.67;0.67
2016-12-31;147429.0;141588.75;8553.5;-4.13;96.67;4.0;1005.33;8.0;0.1;-999.0;;4.33;-4.27;18.67;0.67
2017-01-01;134763.5;125042.0;11980.25;-2.13;94.33;4.67;994.03;8.0;0.0;-999.0;;5.0;-2.33;21.33;1.0
2017-01-02;177571.5;173261.75;10644.25;-0.37;97.33;4.67;994.9;8.0;3.4;-999.0;;5.77;-0.53;21.33;1.0
2017-01-03;184175.5;177457.0;9414.5;-2.6;96.0;4.0;999.97;8.0;0.0;4.0;;4.87;-2.8;22.67;1.0
2017-01-04;191351.25;178518.0;8651.5;0.27;82.33;7.67;992.23;8.0;2.2;3.0;;5.13;-0.73;20.0;4.0
2017-01-05;186611.25;179227.75;9816.0;-1.97;87.0;5.67;999.27;8.0;1.2;3.0;;4.57;-2.63;25.33;1.67
2017-01-06;159993.5;154797.25;8552.0;-8.6;81.67;7.67;1009.13;8.0;0.0;4.0;;2.6;-9.13;30.67;1.33
2017-01-07;165913.75;160934.25;10060.5;-7.03;76.67;7.0;1006.03;8.0;0.6;4.0;;2.77;-7.87;10.67;0.67
2017-01-08;155904.25;153944.25;9825.75;-1.17;90.33;6.0;1002.7;8.0;0.1;5.0;;5.03;-1.7;8.0;0.33
2017-01-09;205811.75;204644.75;13272.5;0.17;84.67;6.33;998.6;8.0;0.7;5.0;;5.23;-0.7;20.0;1.33
2017-01-10;212699.0;209749.5;10871.5;0.63;97.33;5.67;982.77;8.0;9.2;5.0;;6.23;0.5;20.0;1.0
2017-01-11;212094.0;201781.75;12495.25;3.4;84.0;7.67;986.9;8.0;1.0;3.0;;6.5;2.3;20.0;3.33
2017-01-12;210770.25;196736.75;11484.5;6.47;82.33;7.67;984.53;7.67;0.8;-999.0;;7.93;5.13;18.67;3.67
2017-01-13;207121.25;188947.75;14359.25;1.93;77.67;8.67;979.2;7.67;0.8;-999.0;;5.47;0.53;20.0;3.33
2017-01-14;169744.5;154450.0;14391.5;1.33;90.0;7.33;987.5;7.67;3.2;-999.0;;6.1;0.77;20.0;2.33
2017-01-15;156874.25;149310.25;12407.5;-0.97;94.67;5.67;993.4;8.0;2.6;3.0;;5.4;-1.23;14.67;1.33
2017-01-16;214552.25;210330.0;9432.25;-2.13;88.0;6.67;995.27;7.67;0.0;4.0;;4.57;-2.77;13.33;1.33
2017-01-17;221218.0;209837.0;13044.75;-3.3;72.67;7.67;1001.23;4.67;0.0;3.0;;3.4;-4.63;13.33;2.0
2017-01-18;220975.75;203465.75;13157.75;-4.6;69.0;7.33;1002.63;0.67;0.0;4.0;;2.97;-5.93;21.33;2.0
2017-01-19;220305.5;203675.25;15575.5;-7.33;83.33;4.33;1003.57;0.33;0.0;4.0;;2.9;-7.83;21.33;1.33
2017-01-20;217845.5;201954.25;15233.25;-7.6;85.33;5.33;1002.67;0.33;0.0;4.0;;2.93;-8.07;12.0;0.67
2017-01-21;182940.0;171831.75;9794.0;-6.73;84.33;5.33;999.97;1.67;0.0;4.0;;3.13;-7.33;18.67;0.67
2017-01-22;167501.75;159620.75;8011.25;-7.9;93.67;4.67;996.7;5.67;0.3;4.0;;3.27;-7.9;29.33;1.0
2017-01-23;224618.25;218026.25;9248.0;-6.67;94.0;4.67;996.8;7.67;0.4;5.0;;3.47;-6.63;29.33;1.0
2017-01-24;229332.75;227097.5;14246.75;-5.6;89.0;5.67;998.5;7.67;0.0;5.0;;3.6;-5.9;26.67;1.0
2017-01-25;229010.75;223529.25;13753.75;-6.53;83.0;6.0;999.03;7.67;0.0;5.0;;3.07;-7.0;22.67;1.0
2017-01-26;220557.75;209250.0;16137.25;-7.0;78.0;5.67;995.63;2.67;0.0;5.0;;2.77;-7.83;24.0;1.0
2017-01-27;213321.25;197696.0;13159.75;-5.13;80.0;5.33;992.0;8.0;0.0;5.0;;3.4;-6.0;17.33;1.0
2017-01-28;174722.75;163340.5;13055.0;-1.5;80.33;6.0;991.43;7.33;0.0;5.0;;4.37;-2.63;10.67;0.67
2017-01-29;156096.5;144925.5;13986.25;3.27;83.67;7.67;994.17;5.67;0.2;5.0;;6.47;2.07;16.0;2.0
2017-01-30;211128.75;197308.5;9850.25;7.03;77.67;8.0;988.37;7.67;6.7;2.0;;7.83;5.3;16.0;3.0
2017-01-31;210911.5;205245.5;11346.75;7.57;94.0;7.0;987.17;8.0;4.9;-999.0;;9.8;7.07;24.0;2.67
2017-02-01;207392.75;202279.0;15067.25;3.3;98.0;4.33;988.33;8.0;0.8;-999.0;;7.63;3.2;29.33;1.0
2017-02-02;202916.5;191334.75;11722.0;6.6;91.33;6.0;982.57;7.67;0.8;-999.0;;8.93;5.87;14.67;1.33
2017-02-03;200545.25;189946.25;11982.75;8.8;75.0;9.0;979.9;-327.67;0.2;-999.0;;8.47;6.7;16.0;3.33
2017-02-04;164364.75;148402.5;14498.25;5.37;79.33;9.0;974.37;8.0;2.3;-999.0;;7.1;3.8;20.0;3.33
2017-02-05;146668.5;136211.5;16310.5;3.37;94.33;7.0;974.7;7.67;16.6;-999.0;;7.4;3.0;18.67;0.67
2017-02-06;201152.0;193950.0;11333.25;4.5;90.0;7.33;987.97;8.0;0.0;-999.0;;7.6;3.8;20.0;1.33
2017-02-07;207399.5;200080.5;11626.25;4.87;87.33;6.67;988.53;8.0;2.1;-999.0;;7.53;3.97;12.0;1.0
2017-02-08;207642.0;198779.0;13759.75;4.4;92.67;5.67;991.7;7.67;0.2;-999.0;;7.73;3.9;30.67;1.67
2017-02-09;213079.0;202131.75;9936.25;1.53;77.33;6.33;993.6;8.0;0.0;-999.0;;5.2;0.07;22.67;2.33
2017-02-10;206822.5;201030.25;11962.25;0.47;94.33;5.33;990.7;7.67;0.6;-999.0;;5.97;0.13;29.33;1.33
2017-02-11;165936.75;150802.25;13943.25;3.1;88.33;5.33;990.07;8.0;0.4;-999.0;;6.7;2.27;20.0;1.0
2017-02-12;147556.75;133202.25;17930.25;3.47;96.0;4.67;994.63;8.0;0.0;-999.0;;7.57;3.2;28.0;1.33
2017-02-13;206121.25;186769.25;13817.25;1.53;86.67;5.33;996.5;-330.0;0.0;-999.0;;5.93;0.7;26.67;1.67
2017-02-14;206243.0;186868.0;12030.5;1.73;82.67;5.67;1000.63;1.0;0.0;-999.0;;5.67;0.5;26.67;1.33
2017-02-15;204620.25;188363.0;13330.5;4.7;79.33;5.0;1005.77;3.33;0.0;-999.0;;6.63;2.97;18.67;1.0
2017-02-16;197541.25;181226.0;14343.0;7.7;75.33;7.33;1002.57;2.67;3.0;-999.0;;7.73;5.4;17.33;1.33
2017-02-17;198351.75;187492.5;11667.0;6.2;89.33;7.33;998.9;5.67;4.5;-999.0;;8.47;5.43;14.67;2.0
2017-02-18;158929.75;150253.75;11939.25;5.0;87.67;6.33;997.73;-330.33;0.0;-999.0;;7.67;4.1;26.67;1.0
2017-02-19;142386.5;126955.75;16906.25;4.73;73.67;7.33;996.1;4.0;0.0;-999.0;;6.13;2.57;16.0;2.33
2017-02-20;198830.75;180151.0;11487.5;8.5;72.67;7.67;995.53;8.0;1.9;-999.0;;8.07;6.27;20.0;3.67
2017-02-21;202139.0;183713.25;12175.25;10.83;82.33;9.0;991.97;8.0;0.0;-999.0;;10.7;9.3;20.0;4.33
2017-02-22;200802.75;174799.25;13488.75;10.23;71.67;9.0;989.33;7.67;0.0;-999.0;;8.97;7.77;18.67;4.33
2017-02-23;191399.5;156452.75;16255.0;12.73;55.0;8.33;979.43;7.67;2.8;-999.0;;7.73;8.07;17.33;4.33
2017-02-24;192143.25;172795.25;14418.75;4.87;81.0;8.33;986.97;7.67;0.4;-999.0;;7.07;3.57;26.67;2.0
2017-02-25;155302.25;136241.5;11517.5;2.97;80.0;5.33;993.6;6.67;0.0;-999.0;;6.03;1.47;20.0;1.67
2017-02-26;134284.75;115772.75;18776.25;7.7;57.67;8.33;989.07;6.0;0.0;-999.0;;5.6;3.87;24.0;2.67
2017-02-27;178291.5;152083.5;15683.75;11.3;59.33;8.67;978.27;3.67;14.6;-999.0;;7.7;7.27;17.33;3.0
2017-02-28;192465.5;171623.25;12130.0;6.3;75.67;9.0;970.8;6.67;7.5;-999.0;;7.23;4.43;17.33;3.67
2017-03-01;196402.25;170857.0;15367.5;7.17;74.33;9.0;981.1;7.33;4.9;-999.0;;7.53;5.17;18.67;4.0
2017-03-02;189017.75;152098.5;15814.0;8.5;61.33;8.67;988.43;8.0;0.0;-999.0;;6.73;5.27;17.33;3.0
2017-03-03;191984.5;172313.25;9022.75;6.27;69.67;8.0;980.87;8.0;0.0;-999.0;;6.57;3.73;16.0;1.0
2017-03-04;154127.5;132500.25;9519.5;6.3;82.33;7.33;967.57;8.0;2.2;-999.0;;7.9;4.9;16.0;2.33
2017-03-05;136420.0;111342.5;16521.5;7.9;70.67;8.33;977.23;6.0;2.7;-999.0;;7.47;5.47;20.0;3.33
2017-03-06;195351.25;176146.75;10578.0;6.63;80.33;7.0;976.57;7.67;9.2;-999.0;;7.83;5.13;24.0;3.0
2017-03-07;200322.5;185358.5;12350.25;5.47;84.33;8.0;988.93;7.67;1.2;-999.0;;7.6;4.33;17.33;3.0
2017-03-08;198442.5;180604.0;14858.0;6.23;77.0;7.0;993.93;7.67;3.8;-999.0;;7.17;4.2;16.0;3.33
2017-03-09;195165.0;178929.0;11536.75;10.8;90.33;8.0;994.27;8.0;3.2;-999.0;;11.73;10.0;20.0;3.67
2017-03-10;183835.75;159313.5;14824.0;8.63;67.0;5.67;998.23;1.33;0.0;-999.0;;7.1;5.57;12.0;1.33
2017-03-11;147573.5;123281.0;13310.25;7.07;67.33;7.67;992.3;7.0;0.0;-999.0;;6.57;4.03;30.67;1.33
2017-03-12;128551.0;96579.25;17456.5;7.93;68.0;8.0;985.9;2.33;0.0;-999.0;;6.93;4.97;17.33;0.67
2017-03-13;185165.5;161107.5;9454.0;7.7;62.0;8.0;995.77;4.33;0.0;-999.0;;6.23;4.2;20.0;1.33
2017-03-14;187222.0;165994.75;15044.75;8.4;60.67;7.67;1003.57;8.0;0.0;-999.0;;6.3;4.63;8.0;0.67
2017-03-15;188373.5;171380.75;13417.25;9.2;73.67;6.67;1002.1;6.0;0.0;-999.0;;8.43;6.63;18.67;1.33
2017-03-16;186960.0;163161.25;12092.5;10.4;67.67;6.33;995.5;0.67;0.0;-999.0;;8.13;7.03;18.67;1.0
2017-03-17;180738.25;150434.5;14320.25;11.63;69.67;6.67;989.17;3.67;0.0;-999.0;;9.2;8.37;17.33;2.67
2017-03-18;147728.5;121740.5;20140.25;9.37;79.67;8.0;987.63;8.0;0.6;-999.0;;9.37;7.63;20.0;5.33
2017-03-19;127012.75;102659.0;19644.75;12.37;76.0;9.0;987.43;7.67;0.0;-999.0;;10.93;10.13;18.67;4.33
2017-03-20;182365.5;159567.25;13016.75;12.1;68.0;9.0;985.63;8.0;0.0;-999.0;;9.5;9.03;20.0;3.0
2017-03-21;192478.5;177254.75;9034.25;10.47;71.33;8.0;984.33;7.67;10.1;-999.0;;8.83;7.77;22.67;3.33
2017-03-22;196096.25;188362.25;11107.25;6.07;86.33;7.33;985.0;7.67;0.5;-999.0;;8.07;5.0;29.33;2.0
2017-03-23;188741.75;164733.75;10185.0;11.37;72.0;7.67;984.2;8.0;0.0;-999.0;;9.43;8.47;18.67;1.67
2017-03-24;189491.0;172246.25;9370.75;10.27;78.67;6.67;993.97;7.67;0.0;-999.0;;9.77;8.3;22.67;2.0
2017-03-25;145171.25;106174.0;14917.25;12.4;59.0;7.0;991.53;2.33;0.0;-999.0;;7.67;7.7;9.33;1.67
2017-03-26;119296.0;88512.25;17902.5;9.67;61.0;7.67;992.67;6.0;0.0;-999.0;;7.07;5.93;21.33;1.67
2017-03-27;179969.0;145229.25;12996.0;10.9;53.33;8.67;993.4;2.33;0.0;-999.0;;6.83;6.37;22.67;1.33
2017-03-28;184873.0;158209.75;13175.5;13.57;59.0;8.33;995.33;0.33;0.0;-999.0;;8.57;8.83;14.67;1.67
2017-03-29;184465.0;155320.25;11973.5;13.5;59.67;8.67;998.7;8.0;0.0;-999.0;;8.63;9.0;8.0;1.0
2017-03-30;179501.25;153280.0;15139.25;13.93;62.33;8.67;996.63;5.33;0.0;-999.0;;9.37;9.57;29.33;1.33
2017-03-31;177306.5;150506.5;12272.75;14.93;55.33;8.33;989.43;7.33;0.0;-999.0;;8.53;9.47;21.33;1.67
2017-04-01;139261.0;116640.0;13097.5;13.53;57.0;8.67;984.73;5.33;0.3;-999.0;;8.5;8.93;24.0;2.0
2017-04-02;122062.5;102865.75;16925.5;12.63;74.33;8.0;990.4;7.67;0.0;-999.0;;10.67;10.03;30.67;2.33
2017-04-03;179990.25;158044.75;11491.75;13.77;73.67;6.67;994.43;2.67;0.0;-999.0;;11.43;10.97;24.0;2.0
2017-04-04;184915.25;165561.25;13518.5;11.57;69.0;7.0;993.6;7.0;0.0;-999.0;;9.17;8.47;28.0;1.33
2017-04-05;184844.25;163240.75;12904.75;12.07;59.0;7.67;994.47;8.0;0.0;-999.0;;7.97;7.93;30.67;2.0
2017-04-06;185414.5;166109.25;14191.25;9.17;56.0;8.33;997.03;4.67;0.0;-999.0;;6.43;5.37;30.67;3.33
2017-04-07;178311.5;150734.0;14842.75;9.83;60.67;7.67;995.97;3.33;0.0;-999.0;;7.07;5.9;30.67;1.67
2017-04-08;137390.25;111828.5;10094.5;12.57;59.33;7.67;994.63;0.0;0.0;-999.0;;8.03;8.03;18.67;1.33
2017-04-09;117054.0;89299.75;16398.25;15.8;57.67;7.67;994.67;0.0;0.0;-999.0;;9.4;10.4;10.67;0.67
2017-04-10;170753.25;137299.5;18245.0;17.43;53.0;8.0;991.47;3.33;0.0;-999.0;;9.93;11.57;20.0;3.33
2017-04-11;179725.75;155807.25;10163.0;10.93;58.0;8.0;996.13;7.67;0.0;-999.0;;7.3;6.9;29.33;2.33
2017-04-12;177486.0;146054.5;14700.5;12.93;51.67;8.33;990.9;5.33;0.0;-999.0;;7.03;7.5;14.67;2.33
2017-04-13;174210.25;149711.5;11534.5;13.53;57.33;8.67;988.13;7.67;0.0;-999.0;;8.67;9.1;17.33;1.67
2017-04-14;124746.25;107668.25;13310.0;12.53;54.67;8.67;989.0;8.0;0.0;-999.0;;7.83;8.07;20.0;1.33
2017-04-15;124420.5;102913.5;17309.5;10.1;83.67;7.33;989.9;8.0;3.0;-999.0;;10.4;8.67;13.33;1.67
2017-04-16;111896.25;95331.75;16521.5;8.7;80.33;8.0;993.03;7.67;1.7;-999.0;;9.07;7.1;20.0;2.0
2017-04-17;113346.5;96648.5;18742.75;8.47;79.67;7.67;989.9;7.67;4.9;-999.0;;8.77;6.77;22.67;2.67
2017-04-18;178414.0;157420.25;9117.25;3.93;74.33;8.0;995.7;7.0;0.2;-999.0;;5.87;2.03;24.0;1.67
2017-04-19;190616.25;170691.5;8676.0;4.17;75.67;7.67;1001.3;8.0;0.7;-999.0;;6.17;2.43;22.67;2.0
2017-04-20;186743.5;159466.0;9523.5;5.8;53.67;8.0;1004.87;-330.67;0.0;-999.0;;4.73;2.1;13.33;2.67
2017-04-21;183910.5;153209.0;11319.0;8.6;49.67;8.0;1001.87;2.67;0.0;-999.0;;4.9;3.67;16.0;1.33
2017-04-22;148859.0;132525.75;11765.5;8.97;65.67;7.67;996.37;5.33;0.0;-999.0;;7.4;5.87;26.67;1.67
2017-04-23;131848.0;107205.75;14515.75;8.3;60.33;8.0;995.4;6.33;0.0;-999.0;;6.17;4.63;30.67;2.0
2017-04-24;181713.75;149986.0;15051.25;12.83;47.33;8.33;986.8;3.0;0.1;-999.0;;6.63;7.03;21.33;2.0
2017-04-25;189422.5;172880.25;10707.0;10.03;72.0;7.33;980.53;8.0;20.0;-999.0;;8.6;7.33;30.67;2.0
2017-04-26;195434.75;187522.75;8192.25;5.43;85.33;7.67;982.67;7.67;7.7;-999.0;;7.63;4.37;30.67;2.0
2017-04-27;195193.25;186323.75;6523.75;5.07;88.0;6.33;986.97;8.0;3.4;-999.0;;7.7;4.2;25.33;1.33
2017-04-28;188275.5;170844.5;7282.0;7.57;67.33;7.33;987.23;8.0;0.0;-999.0;;6.8;4.77;26.67;2.0
2017-04-29;145828.25;120068.75;10625.25;10.43;53.67;8.33;988.5;0.0;0.0;-999.0;;6.33;5.83;29.33;1.67
2017-04-30;117779.25;76014.25;24504.25;14.0;44.67;8.67;980.97;2.67;0.0;-999.0;;6.63;7.77;20.0;2.0
2017-05-01;123359.5;108301.0;14609.5;9.03;75.0;9.0;986.0;8.0;4.2;-999.0;;8.63;6.9;18.67;3.33
2017-05-02;180639.25;155473.25;10523.75;11.87;62.0;9.0;987.43;8.0;0.6;-999.0;;8.23;7.97;13.33;1.67
2017-05-03;189340.5;174563.5;6854.5;12.7;71.67;9.0;988.93;7.0;1.3;-999.0;;10.43;9.9;10.67;2.0
2017-05-04;190008.5;174305.75;8498.75;11.57;75.33;8.33;987.3;8.0;8.1;-999.0;;10.2;9.27;17.33;1.67
2017-05-05;183745.75;162464.0;10784.25;14.13;70.33;8.0;988.73;2.67;0.0;-999.0;;11.03;10.93;22.67;2.0
2017-05-06;146285.5;118841.75;9660.5;11.87;82.67;7.0;982.77;7.67;13.3;-999.0;;11.47;10.23;25.33;2.0
2017-05-07;128863.5;116860.75;9453.75;12.47;87.67;8.0;987.63;7.33;8.6;-999.0;;12.67;11.3;20.0;3.33
2017-05-08;188636.5;176855.75;8010.5;9.83;90.33;6.0;990.8;8.0;0.8;-999.0;;11.0;9.07;26.67;1.67
2017-05-09;188023.25;168055.25;9874.0;11.13;68.33;8.0;988.8;5.33;0.0;-999.0;;8.83;8.13;29.33;2.67
2017-05-10;183566.5;149104.5;11134.75;15.03;56.0;8.33;979.67;2.67;0.0;-999.0;;9.1;9.9;28.0;1.67
2017-05-11;182943.25;159553.25;9314.5;16.53;70.67;8.67;972.3;8.0;0.2;-999.0;;13.23;13.27;21.33;1.67
2017-05-12;179596.0;155734.75;10188.0;17.83;61.67;9.0;976.93;8.0;0.1;-999.0;;12.43;13.33;18.67;2.0
2017-05-13;141378.75;114801.75;11202.25;18.07;65.33;8.67;985.77;5.0;0.0;-999.0;;13.37;14.0;24.0;2.67
2017-05-14;120460.25;98284.5;15016.0;15.13;84.33;8.33;995.17;7.67;14.6;-999.0;;14.6;13.63;24.0;2.33
2017-05-15;175764.25;148777.5;10813.5;18.2;60.0;8.67;1000.8;5.0;0.0;-999.0;;12.17;13.4;26.67;1.67
2017-05-16;182109.0;150661.25;9558.5;20.07;58.0;8.0;999.03;6.33;0.0;-999.0;;13.27;14.67;30.67;2.0
2017-05-17;182801.0;145714.5;8174.75;22.9;51.0;8.0;990.87;2.67;0.0;-999.0;;14.0;16.13;26.67;1.33
2017-05-18;181706.25;157744.5;7858.75;20.47;63.0;8.33;985.1;8.0;10.1;-999.0;;15.17;15.93;17.33;2.33
2017-05-19;179888.25;162997.5;11902.75;11.6;86.33;6.67;987.27;8.0;25.6;-999.0;;11.83;10.4;18.67;3.67
2017-05-20;138136.5;112506.5;12897.0;13.1;67.67;8.33;995.23;4.67;0.0;-999.0;;9.8;9.67;16.0;1.67
2017-05-21;117684.5;88553.0;16916.75;16.53;59.0;7.67;995.7;3.0;0.0;-999.0;;10.73;11.73;32.0;2.0
2017-05-22;173973.75;142251.0;7329.75;20.03;50.67;8.0;989.67;3.0;0.0;-999.0;;11.63;13.73;24.0;1.67
2017-05-23;180656.5;148889.25;6687.5;21.1;62.0;7.67;991.2;7.67;0.0;-999.0;;14.83;16.0;25.33;1.67
2017-05-24;175133.25;144800.75;9920.25;19.47;56.67;7.0;995.4;8.0;0.0;-999.0;;12.57;14.13;30.67;1.67
2017-05-25;126910.5;99499.75;13367.25;19.6;61.0;6.67;992.6;6.0;0.0;-999.0;;13.7;14.8;30.67;2.0
