;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Air_Temperature;Relative_Humidity;Visibility;Air_Pressure_at_Station_Height;Cloud_Cover;Daily_Precipitation_Height;Snow_Height_Daily_Value;Global_Radiation;Vapor_Pressure;Dew_Point_Temperature;Wind_Direction;Wind_Strength
2015-07-24;184125.25;153720.5;7235.0;25.3;61.0;8.0;981.43;1.33;2.0;-999.0;;19.2;19.57;28.0;1.0
2015-07-25;144524.0;108968.25;12183.5;20.53;51.67;8.67;985.9;5.67;0.0;-999.0;;12.3;14.33;24.0;4.33
2015-07-26;122786.75;94375.0;9676.25;17.0;67.0;7.33;985.83;5.33;2.8;-999.0;;12.67;13.1;24.0;1.67
2015-07-27;175818.75;146449.25;9170.25;20.07;61.33;8.67;981.83;7.33;0.6;-999.0;;14.1;15.2;21.33;3.67
2015-07-28;182952.5;156178.0;7571.0;20.5;51.0;8.67;983.73;5.0;1.1;-999.0;;12.17;14.27;21.33;3.67
2015-07-29;180388.75;166148.5;8443.0;16.73;75.0;9.0;984.33;7.67;2.0;-999.0;;14.13;13.97;14.67;2.0
2015-07-30;177652.25;151125.25;10995.25;16.83;61.33;8.67;988.43;7.33;0.0;-999.0;;11.3;12.23;32.0;1.67
2015-07-31;172922.75;139755.0;8842.25;18.2;56.0;8.33;987.57;4.67;0.0;-999.0;;11.13;12.63;29.33;2.67
2015-08-01;136645.25;118910.5;8669.75;19.6;65.0;8.67;987.33;6.67;0.7;-999.0;;14.77;15.37;20.0;2.33
2015-08-02;119555.25;89890.75;8273.5;23.73;54.0;8.33;990.03;2.67;0.0;-999.0;;14.63;16.8;6.67;1.67
2015-08-03;171619.5;139002.5;7235.25;26.43;46.0;8.33;988.33;2.67;0.0;-999.0;;14.77;17.77;6.67;1.0
2015-08-04;177125.75;155029.0;8655.25;19.93;82.0;8.0;988.67;8.0;0.9;-999.0;;19.13;17.9;13.33;2.33
2015-08-05;175266.0;145693.5;7464.75;24.17;64.0;8.33;988.57;2.0;0.0;-999.0;;18.6;18.87;28.0;1.33
2015-08-06;177694.25;148961.25;9224.75;29.1;49.0;8.33;987.27;4.0;0.0;-999.0;;18.0;20.27;25.33;2.0
2015-08-07;174458.25;146071.25;9963.0;30.8;39.67;8.33;986.47;3.0;0.0;-999.0;;15.87;20.13;29.33;1.67
2015-08-08;141573.5;112155.0;6698.25;27.9;49.33;8.33;990.87;2.67;0.0;-999.0;;18.23;20.0;22.67;1.67
2015-08-09;123291.5;96411.5;7867.75;23.83;70.0;7.33;989.23;7.67;2.3;-999.0;;20.47;19.8;16.0;2.0
2015-08-10;168000.25;147157.25;6543.25;23.5;78.0;7.33;987.53;7.0;0.1;-999.0;;22.27;20.53;21.33;1.67
2015-08-11;171150.25;145106.0;8763.5;25.03;68.0;7.0;988.2;3.67;0.0;-999.0;;20.77;20.3;30.67;2.0
2015-08-12;173885.25;146613.5;6579.0;26.0;66.33;7.33;990.47;1.67;0.0;-999.0;;21.73;21.03;10.67;1.33
2015-08-13;173586.75;143269.75;11227.0;26.97;59.67;7.33;984.63;3.67;4.2;-999.0;;20.33;20.7;18.67;2.0
2015-08-14;168514.5;148485.5;6809.25;21.5;75.33;8.33;983.17;6.0;0.9;-999.0;;19.23;18.47;21.33;1.0
2015-08-15;131696.0;114908.5;7097.25;18.9;68.67;8.67;984.67;6.67;3.1;-999.0;;15.0;15.3;20.0;3.67
2015-08-16;114971.75;104922.75;5662.75;16.17;88.33;8.0;985.93;8.0;2.1;-999.0;;16.17;14.93;12.0;1.33
2015-08-17;159823.25;147402.75;9183.0;17.93;66.0;8.33;985.73;6.33;0.0;-999.0;;13.03;13.77;32.0;1.67
2015-08-18;163814.5;141444.0;7599.0;17.13;63.33;8.67;987.83;5.33;0.0;-999.0;;11.67;12.6;30.67;1.67
2015-08-19;163688.0;151859.0;6558.75;17.8;63.0;8.0;992.13;7.33;0.0;-999.0;;12.47;13.4;29.33;2.0
2015-08-20;163198.5;145477.0;8262.5;18.9;-290.0;8.0;995.1;-330.33;0.0;-999.0;;-325.37;-324.7;20.0;1.33
2015-08-21;161816.75;134825.25;7847.5;20.7;56.0;8.33;994.7;1.0;0.0;-999.0;;12.8;14.63;28.0;2.33
2015-08-22;131266.75;100764.5;8569.75;22.23;52.33;8.33;988.8;1.67;0.0;-999.0;;12.83;15.2;17.33;1.0
2015-08-23;117683.75;93508.75;13245.25;18.97;74.33;8.0;981.03;7.33;11.8;-999.0;;15.97;15.77;18.67;2.0
2015-08-24;167967.75;152261.25;6839.75;19.5;75.67;8.0;979.6;6.67;13.0;-999.0;;16.9;16.5;18.67;2.67
2015-08-25;170356.5;137505.5;12491.75;18.1;54.67;8.33;991.2;2.0;0.0;-999.0;;11.07;12.7;20.0;3.33
2015-08-26;174682.25;143735.25;11545.0;21.07;56.67;8.67;988.6;-332.33;0.0;-999.0;;13.5;15.1;24.0;1.33
2015-08-27;175449.0;145367.75;6067.75;24.63;52.33;8.67;984.47;2.0;0.0;-999.0;;15.7;17.63;21.33;1.67
2015-08-28;174307.75;156144.0;8138.25;25.43;54.0;9.0;990.17;5.0;0.0;-999.0;;17.7;18.93;24.0;2.67
2015-08-29;140279.75;112112.75;9188.25;23.97;69.33;8.0;992.57;1.67;0.0;-999.0;;19.73;19.47;20.0;1.33
2015-08-30;124262.75;96621.0;8503.75;26.67;54.67;8.0;990.33;3.33;0.0;-999.0;;16.7;19.03;26.67;1.33
2015-08-31;177889.25;149960.0;5274.25;26.2;50.0;8.33;986.2;1.0;0.0;-999.0;;15.3;18.0;20.0;2.0
2015-09-01;182324.0;167486.5;8541.25;21.33;67.0;8.33;984.97;7.67;6.7;-999.0;;16.47;16.93;24.0;2.33
2015-09-02;177052.75;157958.5;9950.0;17.17;72.0;7.67;988.5;4.0;0.1;-999.0;;13.53;13.73;29.33;1.67
2015-09-03;175151.5;160685.25;6021.25;17.43;66.0;8.67;986.87;5.67;0.0;-999.0;;12.7;13.4;29.33;1.67
2015-09-04;171506.75;148147.25;9476.0;16.03;58.0;8.33;988.3;3.67;0.0;-999.0;;9.83;11.0;28.0;2.0
2015-09-05;135443.75;116086.75;13018.75;13.7;67.33;9.0;990.73;8.0;2.7;-999.0;;10.27;10.2;20.0;1.33
2015-09-06;120797.25;100027.75;18317.75;13.73;66.0;8.33;996.43;7.67;0.0;-999.0;;10.07;10.2;28.0;1.67
2015-09-07;172212.75;157211.5;6961.0;12.67;67.67;8.33;998.13;3.0;0.0;-999.0;;9.6;9.27;24.0;2.0
2015-09-08;178894.5;159054.0;8707.5;15.77;60.67;8.67;994.27;2.0;0.0;-999.0;;10.17;11.03;4.0;1.67
2015-09-09;178593.25;151556.75;9931.0;16.5;57.33;8.33;991.13;2.33;0.0;-999.0;;9.63;10.93;22.67;1.67
2015-09-10;177495.0;148628.75;9106.0;16.97;47.67;8.67;989.03;3.33;0.0;-999.0;;8.53;10.5;6.67;2.0
2015-09-11;174608.25;148777.25;6092.5;15.67;61.67;8.33;988.2;3.67;0.3;-999.0;;10.17;10.8;25.33;1.67
2015-09-12;140049.25;116846.0;9939.75;19.03;72.67;8.0;987.8;5.33;6.1;-999.0;;15.1;15.3;13.33;2.33
2015-09-13;122194.5;109357.0;9270.25;18.1;85.0;8.0;981.57;6.67;7.6;-999.0;;17.57;16.4;21.33;1.33
2015-09-14;176668.25;159083.25;8794.0;15.43;79.33;8.0;980.0;7.33;3.2;-999.0;;13.93;13.3;16.0;3.33
2015-09-15;182525.25;166987.5;9898.75;15.67;64.67;9.0;981.47;-327.67;1.4;-999.0;;11.33;11.8;18.67;2.33
2015-09-16;184293.0;173295.0;8786.25;17.37;88.0;8.0;971.67;7.67;3.4;-999.0;;17.6;16.03;29.33;1.33
2015-09-17;182967.25;173402.5;10592.0;14.37;87.67;8.0;980.43;5.33;14.2;-999.0;;14.4;13.1;22.67;2.67
2015-09-18;176752.25;163676.25;10099.0;14.67;77.0;9.0;990.4;5.33;0.0;-999.0;;12.77;12.27;13.33;2.0
2015-09-19;139553.25;122196.25;8741.75;15.0;80.33;8.67;994.4;6.33;5.7;-999.0;;13.67;13.0;17.33;2.0
2015-09-20;122935.25;109546.5;17254.25;14.6;-276.0;-327.67;995.93;-330.67;0.0;-999.0;;-324.6;-325.37;29.33;1.67
2015-09-21;178069.25;152371.0;8277.0;12.77;78.0;7.67;988.1;3.0;0.0;-999.0;;11.2;10.33;18.67;1.33
2015-09-22;184388.75;174044.0;8131.5;15.87;70.33;7.67;978.97;7.67;11.7;-999.0;;12.63;12.67;18.67;3.33
2015-09-23;185643.75;175588.0;10569.25;11.23;85.0;9.0;985.6;7.0;0.1;-999.0;;11.37;9.9;18.67;2.0
2015-09-24;183354.75;166378.75;10652.0;13.8;76.67;8.33;992.4;4.33;0.0;-999.0;;11.83;11.33;17.33;1.0
2015-09-25;177149.75;161600.25;5912.0;13.53;73.0;8.67;993.7;3.0;0.0;-999.0;;10.83;10.47;20.0;1.33
2015-09-26;139880.25;122675.5;8600.5;15.53;66.0;8.0;994.23;7.67;0.0;-999.0;;11.1;11.63;13.33;1.67
2015-09-27;123700.75;98562.25;11859.0;13.07;63.67;8.0;998.4;1.33;0.0;-999.0;;8.9;9.0;14.67;1.67
2015-09-28;175658.0;149907.25;10512.75;12.53;57.33;8.33;1002.17;1.67;0.0;-999.0;;7.77;7.97;22.67;2.33
2015-09-29;181532.5;148561.5;10254.25;14.9;44.0;8.67;999.43;1.0;0.0;-999.0;;7.43;8.83;6.67;2.33
2015-09-30;182167.5;149801.25;8860.75;14.33;49.0;8.33;998.57;2.0;0.0;-999.0;;7.73;8.83;6.67;1.67
2015-10-01;180487.75;149614.75;9842.25;9.2;69.33;8.0;996.2;1.33;0.0;-999.0;;7.87;6.37;26.67;1.33
2015-10-02;177077.25;150061.0;9232.25;10.2;77.67;7.33;992.03;4.33;0.0;-999.0;;9.5;7.93;16.0;1.0
2015-10-03;126705.25;105917.25;6711.25;13.73;72.0;7.33;987.97;2.67;10.8;-999.0;;10.73;10.43;18.67;1.67
2015-10-04;122205.0;113459.75;9889.25;13.4;76.0;8.67;990.07;3.0;1.0;-999.0;;11.43;10.9;21.33;2.0
2015-10-05;178391.75;163518.0;7998.75;16.2;83.0;8.33;985.13;7.33;0.4;-999.0;;15.2;14.3;17.33;1.0
2015-10-06;186526.75;174913.25;8710.0;16.73;87.0;7.67;979.6;7.67;6.6;0.0;;16.53;15.33;14.67;2.67
2015-10-07;184797.25;173358.5;9718.25;15.63;69.67;9.0;987.4;6.0;0.0;0.0;;12.33;12.43;20.0;4.0
2015-10-08;182565.25;170620.0;8967.5;12.47;78.67;8.33;992.23;7.67;0.0;0.0;;11.17;10.3;22.67;1.67
2015-10-09;179216.0;166991.5;8762.5;12.63;82.67;8.0;990.77;7.33;0.0;0.0;;11.97;10.83;28.0;1.33
2015-10-10;144158.5;136077.5;7702.25;12.53;82.67;6.0;986.63;7.0;0.0;0.0;;11.87;10.8;24.0;1.33
2015-10-11;127614.25;112311.5;14566.5;11.83;81.67;7.0;984.13;6.67;0.0;0.0;;11.17;10.0;30.67;1.67
2015-10-12;183490.25;163887.25;11190.5;8.13;82.33;6.67;986.67;6.67;0.0;0.0;;8.83;6.63;28.0;1.33
2015-10-13;190574.25;182130.5;6829.5;8.13;86.33;6.0;986.17;8.0;1.4;0.0;;9.33;7.03;25.33;1.67
2015-10-14;192116.0;186411.5;9292.25;6.3;84.67;6.67;987.53;7.67;0.0;0.0;;8.07;5.13;32.0;2.0
2015-10-15;191369.5;188273.0;10065.0;5.2;93.33;6.0;986.53;7.67;1.1;0.0;;8.27;4.73;28.0;1.67
2015-10-16;188914.0;185417.0;9385.0;6.33;84.67;6.33;990.4;7.67;0.0;0.0;;8.03;5.17;22.67;1.0
2015-10-17;150631.75;145406.75;7682.0;6.2;82.67;6.67;990.1;7.33;0.5;0.0;;7.77;4.83;20.0;1.33
2015-10-18;133048.0;128229.75;8752.0;7.43;83.33;7.0;989.77;7.67;0.0;0.0;;8.53;6.1;25.33;1.0
2015-10-19;185710.5;176663.75;9570.0;7.43;85.33;6.67;992.2;3.67;0.0;0.0;;8.73;6.2;21.33;1.33
2015-10-20;193451.5;185161.0;9397.75;6.57;80.0;6.67;993.5;4.67;0.0;0.0;;7.77;4.8;22.67;1.33
2015-10-21;194777.0;186039.5;8220.25;6.83;80.67;7.0;992.47;4.33;0.0;0.0;;7.87;5.07;26.67;1.0
2015-10-22;192292.75;183292.0;8080.75;9.63;78.33;7.33;991.43;7.67;0.2;0.0;;9.2;7.63;22.67;2.67
2015-10-23;189775.5;182881.0;7337.75;12.1;84.0;7.67;995.3;8.0;0.0;0.0;;11.77;10.53;20.0;1.33
2015-10-24;149877.75;134728.25;10735.25;12.03;71.33;8.0;990.5;5.0;0.0;0.0;;9.77;9.0;18.67;1.33
2015-10-25;138080.5;130158.5;10025.5;12.93;77.67;8.33;995.9;4.33;0.0;0.0;;11.37;10.67;22.67;1.33
2015-10-26;189537.0;176580.75;9963.25;8.67;93.33;3.0;991.13;6.33;0.0;0.0;;10.47;8.07;26.67;1.33
2015-10-27;198254.75;190649.75;8047.5;7.47;99.0;3.0;988.93;7.67;0.1;0.0;;10.27;7.4;25.33;1.0
2015-10-28;196913.5;189049.75;9569.0;9.87;90.0;6.0;984.17;8.0;9.3;0.0;;10.9;8.93;28.0;1.33
2015-10-29;193807.5;189329.5;7732.0;12.5;84.67;8.67;991.57;7.33;0.1;0.0;;12.17;11.03;22.67;1.0
2015-10-30;191293.0;184453.5;10597.75;8.03;96.0;3.33;996.4;7.33;0.0;0.0;;10.33;7.7;20.0;0.67
2015-10-31;152573.25;143483.25;9711.5;7.5;90.0;5.33;998.33;1.67;0.0;0.0;;9.27;6.57;18.67;1.0
2015-11-01;135012.5;124187.5;10736.0;6.77;99.33;3.33;1002.03;8.0;0.0;0.0;;9.83;6.7;21.33;1.0
2015-11-02;189768.0;177612.5;6178.5;6.17;97.0;4.67;999.47;8.0;0.0;0.0;;9.23;5.97;6.67;1.33
2015-11-03;197729.25;187670.25;9691.5;5.1;97.67;6.33;993.83;7.67;0.0;0.0;;8.6;4.93;21.33;1.33
2015-11-04;192750.75;180093.5;9816.5;11.7;80.33;8.0;993.63;7.67;0.0;0.0;;10.97;9.6;17.33;1.67
2015-11-05;190919.0;176668.25;10579.0;11.13;82.33;6.33;993.73;2.33;0.0;0.0;;10.6;9.17;14.67;0.67
2015-11-06;185713.75;175196.25;9225.75;15.7;73.33;8.67;996.7;7.0;0.0;0.0;;12.93;12.8;18.67;2.67
2015-11-07;148504.75;138745.25;11471.25;18.53;76.67;8.67;998.57;5.0;0.0;0.0;;16.1;15.73;12.0;1.67
2015-11-08;131292.25;117224.75;12019.75;14.3;80.33;7.67;999.73;3.33;0.0;0.0;;12.67;11.93;24.0;1.0
2015-11-09;187327.25;172676.0;11339.0;17.43;62.33;8.33;1000.77;4.67;0.0;0.0;;12.33;13.17;20.0;4.0
2015-11-10;192984.0;176241.25;10068.5;13.27;71.33;8.67;1000.4;1.33;0.0;0.0;;10.77;10.4;24.0;2.33
2015-11-11;191562.5;177249.25;12756.75;6.93;83.33;8.0;999.37;0.67;0.0;0.0;;8.27;5.47;22.67;1.33
2015-11-12;191295.75;179605.25;11709.0;7.03;87.0;5.33;999.13;1.67;0.0;0.0;;8.6;5.73;21.33;1.33
2015-11-13;189628.75;176952.25;10706.75;10.1;78.33;7.67;999.47;6.33;2.4;0.0;;9.7;8.1;14.67;3.33
2015-11-14;151065.5;134665.0;11784.0;10.37;67.67;8.67;1002.17;6.0;0.0;0.0;;8.37;7.47;20.0;3.0
2015-11-15;134482.0;115362.5;13398.0;14.07;57.67;8.33;993.77;3.33;0.0;0.0;;9.23;9.7;18.67;4.33
2015-11-16;188502.75;169458.75;12538.75;12.53;53.33;8.33;990.83;2.33;0.0;0.0;;7.0;7.4;18.67;3.33
2015-11-17;195252.25;182718.0;10274.75;14.6;71.67;8.33;990.67;7.67;0.1;0.0;;11.9;11.77;20.0;4.67
2015-11-18;192446.0;171313.5;12497.5;14.87;66.0;8.67;994.47;0.67;0.0;0.0;;11.17;11.4;20.0;4.0
2015-11-19;191469.0;172839.25;10289.5;14.67;70.0;8.67;993.33;7.33;1.3;0.0;;11.7;11.6;20.0;4.0
2015-11-20;191863.5;186146.5;9614.75;11.83;92.0;7.33;979.77;7.33;53.4;0.0;;12.9;11.07;24.0;4.33
2015-11-21;154374.5;146398.0;16775.25;3.53;84.33;9.0;971.6;2.67;5.8;0.0;;6.63;2.5;17.33;3.0
2015-11-22;141280.25;134968.25;12437.25;2.53;88.0;8.33;981.23;7.33;3.9;0.0;;6.47;1.77;21.33;1.33
2015-11-23;196754.25;191803.75;10288.0;2.03;84.0;7.0;994.63;3.0;0.0;0.0;;5.8;0.93;18.67;1.0
2015-11-24;204933.75;195762.0;12416.5;-0.23;76.33;6.67;994.07;6.0;8.4;0.0;;4.5;-1.67;24.0;2.33
2015-11-25;204373.5;199818.0;10686.0;4.03;88.33;7.67;981.57;7.67;6.2;0.0;;7.23;3.23;20.0;3.33
2015-11-26;202429.0;199895.5;10961.5;3.67;95.33;6.33;988.5;8.0;1.6;0.0;;7.57;3.37;10.67;1.0
2015-11-27;199890.0;194927.25;10090.5;-0.7;98.0;3.67;990.3;8.0;0.3;0.0;;5.7;-0.77;29.33;1.0
2015-11-28;164422.25;158171.75;10617.25;3.83;83.0;8.67;990.37;5.33;1.2;0.0;;6.67;2.67;17.33;3.0
2015-11-29;146407.0;133688.25;10572.25;8.03;76.33;9.0;994.63;7.0;0.2;0.0;;8.33;6.17;20.0;4.33
2015-11-30;195657.5;181621.0;11801.25;10.83;73.67;8.67;998.67;7.67;0.0;0.0;;9.6;8.5;20.0;5.0
2015-12-01;201376.25;188770.5;14585.75;11.07;70.33;9.0;1001.77;7.67;0.0;0.0;;9.3;8.4;20.0;4.33
2015-12-02;199749.0;194781.75;12421.25;8.4;82.0;8.67;1001.4;2.67;0.0;0.0;;8.93;6.83;6.67;1.0
2015-12-03;199642.75;193083.75;13246.75;0.5;99.67;2.67;1001.63;6.67;0.0;0.0;;6.33;0.47;28.0;1.33
2015-12-04;197660.5;191095.75;11783.5;10.0;65.67;8.67;1003.9;7.33;0.0;0.0;;8.1;7.0;22.67;3.0
2015-12-05;156049.75;145870.25;17636.0;6.43;87.0;6.33;1003.13;3.0;0.0;0.0;;8.33;5.37;18.67;2.0
2015-12-06;139051.0;124176.25;11901.75;12.5;65.33;8.67;1001.23;3.33;0.1;0.0;;9.43;9.2;18.67;3.0
2015-12-07;193122.25;181607.25;9814.0;9.6;81.0;7.67;1004.1;4.67;0.0;0.0;;9.4;7.77;16.0;1.0
2015-12-08;203346.0;194309.75;11064.5;5.67;82.0;5.67;1003.33;0.67;5.3;0.0;;7.57;4.17;20.0;1.33
2015-12-09;202288.5;195930.0;13012.25;7.1;86.33;7.67;1009.17;5.67;0.0;0.0;;8.67;5.97;21.33;1.0
2015-12-10;205715.25;195355.75;11302.75;-0.3;96.0;5.67;1006.73;1.0;0.0;0.0;;5.8;-0.53;25.33;1.0
2015-12-11;196843.75;183115.75;10849.5;9.37;60.67;8.67;1001.83;4.33;0.0;0.0;;7.2;6.03;20.0;4.0
2015-12-12;155037.25;144797.25;10040.5;9.7;67.67;8.33;997.93;5.0;0.0;0.0;;8.07;6.83;18.67;3.33
2015-12-13;140968.75;131247.75;13816.5;5.9;80.33;8.33;994.57;2.67;0.0;0.0;;7.33;4.3;16.0;1.33
2015-12-14;195898.75;186028.0;8775.5;3.23;90.67;6.0;993.83;5.67;0.0;0.0;;7.03;2.53;10.67;1.0
2015-12-15;199722.5;193690.75;8454.0;7.43;77.33;7.0;996.97;6.0;3.1;0.0;;7.87;5.53;14.67;1.33
2015-12-16;198936.5;194467.25;9108.75;12.3;82.0;7.67;999.5;7.67;0.2;0.0;;11.73;10.67;18.67;3.67
2015-12-17;188094.5;181039.5;8890.5;13.2;78.0;8.33;998.67;2.67;0.0;0.0;;11.67;10.97;16.0;2.33
2015-12-18;180145.0;173299.0;11285.0;12.6;71.67;8.67;997.23;8.0;0.0;0.0;;10.37;9.9;25.33;2.0
2015-12-19;145892.75;137770.75;8919.25;7.3;84.33;7.0;995.93;1.33;0.0;0.0;;8.5;5.87;14.67;0.67
2015-12-20;131488.5;120448.0;10118.75;10.87;70.33;7.33;993.97;2.67;0.0;0.0;;8.8;7.77;14.67;2.0
2015-12-21;169571.25;159647.5;14817.0;11.07;71.67;8.0;1000.17;5.0;5.2;0.0;;9.43;8.5;20.0;3.67
2015-12-22;164029.25;148713.25;11338.75;12.13;60.0;8.67;1001.47;3.0;0.0;0.0;;8.47;8.37;18.67;3.33
2015-12-23;153212.5;143819.75;11642.25;12.0;68.33;8.33;1001.4;5.33;0.0;0.0;;9.63;9.07;18.67;3.33
2015-12-24;122308.5;112753.0;17350.25;11.7;66.67;8.0;997.73;5.0;0.0;0.0;;8.77;8.3;22.67;2.0
2015-12-25;108685.0;95827.5;11319.25;13.37;63.0;8.67;1003.07;0.0;0.0;0.0;;9.67;9.73;17.33;3.33
2015-12-26;111908.0;98903.0;10571.25;8.23;77.33;8.0;1002.6;0.0;0.0;0.0;;8.23;6.2;18.67;2.0
2015-12-27;114954.0;103084.25;6567.0;6.87;77.33;7.67;1002.8;0.0;0.0;0.0;;7.43;4.8;10.67;1.67
2015-12-28;140039.5;127915.5;10173.25;3.4;81.0;5.33;999.57;0.0;0.0;0.0;;6.17;1.9;20.0;1.0
2015-12-29;144432.75;135311.5;13675.75;7.63;70.33;7.67;999.9;2.67;0.0;0.0;;7.37;5.0;14.67;2.67
2015-12-30;142267.0;135386.5;11990.75;3.27;97.0;3.67;997.7;7.67;0.1;0.0;;7.53;3.1;18.67;1.33
2015-12-31;129876.0;126958.75;12833.75;7.43;87.67;7.33;995.73;7.33;1.1;0.0;;9.1;6.47;22.67;2.0
2016-01-01;116369.5;111211.0;11632.25;4.17;98.33;3.0;995.93;7.33;0.2;0.0;;8.1;4.07;18.67;1.0
2016-01-02;131220.0;127526.5;11186.25;6.03;90.33;6.67;984.9;7.33;7.2;0.0;;8.43;5.3;26.67;1.67
2016-01-03;126067.0;120726.0;10182.75;7.37;65.67;9.0;978.97;7.33;3.4;0.0;;6.8;4.67;17.33;3.0
2016-01-04;162030.0;154007.75;8749.25;7.13;77.67;9.0;966.97;6.67;2.5;0.0;;7.9;5.4;20.0;4.0
2016-01-05;165666.25;158846.0;8227.25;6.93;76.0;8.33;969.2;7.67;2.2;0.0;;7.53;5.07;20.0;3.67
2016-01-06;139830.25;135569.75;7955.5;5.9;83.0;7.33;972.83;7.33;11.9;0.0;;7.7;4.67;17.33;2.33
2016-01-07;175561.5;167680.75;10781.0;7.0;80.67;8.67;970.3;7.0;5.1;0.0;;8.13;5.5;14.67;2.33
2016-01-08;176057.0;166267.75;13358.75;6.23;84.33;7.67;978.17;5.0;7.7;0.0;;8.0;5.1;28.0;1.33
2016-01-09;146555.25;143692.25;11779.75;6.47;93.0;6.33;975.47;5.33;1.8;0.0;;9.0;5.97;22.67;1.33
2016-01-10;132317.5;124881.25;15477.25;8.43;75.33;8.33;970.8;7.33;10.0;0.0;;8.27;6.37;16.0;3.67
2016-01-11;192767.0;183983.25;9355.25;7.27;79.33;8.0;965.43;7.33;11.5;0.0;;8.0;5.57;21.33;3.0
2016-01-12;201593.25;187921.5;8670.25;5.63;85.0;7.0;975.3;7.67;9.6;0.0;;7.7;4.53;21.33;4.0
2016-01-13;206949.25;193466.25;10541.75;4.43;75.0;9.0;989.93;7.67;0.0;0.0;;6.27;2.7;20.0;4.0
2016-01-14;204719.75;192524.5;11353.25;3.8;69.67;8.33;982.93;5.33;2.4;0.0;;5.63;1.73;18.67;2.67
2016-01-15;207454.5;195468.5;7840.75;2.6;66.67;8.67;986.03;7.0;2.7;0.0;;4.9;0.47;20.0;4.67
2016-01-16;167083.25;161600.0;11757.5;1.03;89.67;6.33;994.8;5.0;2.9;0.0;;5.9;0.4;17.33;1.67
2016-01-17;150869.5;146445.0;13067.5;-0.83;84.67;7.0;995.93;4.33;1.6;3.0;;4.83;-1.73;17.33;1.67
2016-01-18;212142.25;208456.25;8473.25;-7.43;90.33;6.67;989.97;5.0;0.0;2.0;;3.17;-7.57;29.33;1.33
2016-01-19;220680.0;219261.25;9000.25;-2.13;80.67;6.67;987.0;8.0;0.0;2.0;;4.23;-3.13;30.67;1.33
2016-01-20;219174.5;215354.5;9261.5;-3.1;92.67;4.67;991.23;7.33;0.2;2.0;;4.53;-3.43;30.67;1.33
2016-01-21;214282.25;209416.75;10248.25;-3.8;91.0;4.67;997.27;5.0;0.0;2.0;;4.2;-4.17;29.33;1.33
2016-01-22;213357.5;206630.5;10227.0;-4.03;86.0;6.0;999.7;5.33;2.9;1.0;;3.9;-4.63;14.67;1.0
2016-01-23;170475.75;163565.5;10045.25;5.47;86.0;8.0;1006.4;5.0;0.0;0.0;;7.8;4.47;13.33;1.67
2016-01-24;151650.0;145621.0;7642.5;3.43;85.67;7.33;1005.73;8.0;0.0;0.0;;6.77;2.43;14.67;1.33
2016-01-25;198375.0;186316.25;10022.75;4.03;78.67;7.33;1001.07;0.0;0.0;0.0;;6.23;2.33;18.67;1.33
2016-01-26;202436.0;185241.75;12363.5;10.63;62.0;8.67;999.47;2.0;0.0;0.0;;7.77;6.97;20.0;3.0
2016-01-27;201484.5;187135.0;10793.25;13.07;61.67;8.33;996.07;8.0;0.0;0.0;;9.23;9.3;20.0;3.33
2016-01-28;199672.5;192285.5;10970.75;9.83;80.0;7.0;997.5;7.67;10.4;0.0;;9.6;8.03;25.33;3.0
2016-01-29;192249.0;174870.5;15978.0;7.03;79.33;6.67;1003.07;4.0;0.0;0.0;;7.97;5.4;22.67;2.67
2016-01-30;162191.5;144657.25;10886.75;8.0;73.0;8.0;992.63;5.0;15.7;0.0;;7.87;5.83;20.0;5.0
2016-01-31;145192.75;136725.5;13364.0;8.1;88.33;9.0;988.0;7.67;1.9;0.0;;9.67;7.2;14.67;3.0
2016-02-01;193412.5;175639.25;11096.0;12.07;70.33;9.0;998.2;7.33;0.0;0.0;;9.93;9.3;20.0;4.67
2016-02-02;199419.75;182001.0;11679.0;11.47;69.0;9.0;994.6;6.33;6.6;0.0;;9.33;8.6;20.0;4.67
2016-02-03;205180.75;197105.5;10642.75;3.83;88.67;7.67;993.53;5.0;3.8;0.0;;7.17;3.07;18.67;2.33
2016-02-04;203370.75;192263.25;12240.0;4.53;81.0;8.0;999.73;7.33;5.1;0.0;;6.87;3.23;20.0;4.67
2016-02-05;193608.0;185707.5;12689.5;7.77;84.33;8.67;998.93;5.33;0.0;0.0;;8.87;6.47;17.33;2.0
2016-02-06;154875.0;137197.5;13983.25;7.73;69.67;8.67;987.7;0.0;0.0;0.0;;7.17;5.07;17.33;2.0
2016-02-07;141091.0;131586.5;16953.5;8.13;72.0;8.0;979.5;7.67;4.2;0.0;;7.7;5.77;17.33;3.33
2016-02-08;186412.75;166756.75;13924.5;11.13;61.33;9.0;978.33;7.33;5.4;0.0;;8.1;7.57;20.0;5.33
2016-02-09;195951.75;180682.5;12058.5;10.1;72.0;8.0;969.97;7.33;5.4;0.0;;8.8;7.53;18.67;4.67
2016-02-10;205830.0;191048.25;7698.0;3.8;74.0;8.67;974.2;7.33;0.4;0.0;;5.9;2.0;18.67;4.0
2016-02-11;200821.0;189871.5;11767.0;4.97;64.0;8.67;980.13;5.0;1.0;0.0;;5.53;2.33;20.0;3.0
2016-02-12;197364.5;183297.75;8636.25;3.93;80.67;7.33;971.1;6.33;2.0;0.0;;6.37;2.47;20.0;1.33
