Beginn-UTC,Ende-UTC,Beginn-Lokalzeit,Ende-Lokalzeit,Globalstrahlung (W/m²)
2020-06-04 00:00:00,2020-06-05 00:00:00,2020-06-04 02:00:00,2020-06-05 02:00:00,143.0545
2020-06-05 00:00:00,2020-06-06 00:00:00,2020-06-05 02:00:00,2020-06-06 02:00:00,85.30919
2020-06-06 00:00:00,2020-06-07 00:00:00,2020-06-06 02:00:00,2020-06-07 02:00:00,72.19251
2020-06-07 00:00:00,2020-06-08 00:00:00,2020-06-07 02:00:00,2020-06-08 02:00:00,166.7504
2020-06-08 00:00:00,2020-06-09 00:00:00,2020-06-08 02:00:00,2020-06-09 02:00:00,185.9222
2020-06-09 00:00:00,2020-06-10 00:00:00,2020-06-09 02:00:00,2020-06-10 02:00:00,0
2020-06-10 00:00:00,2020-06-11 00:00:00,2020-06-10 02:00:00,2020-06-11 02:00:00,108.8565
2020-06-11 00:00:00,2020-06-12 00:00:00,2020-06-11 02:00:00,2020-06-12 02:00:00,278.2983
2020-06-12 00:00:00,2020-06-13 00:00:00,2020-06-12 02:00:00,2020-06-13 02:00:00,329.0379
2020-06-13 00:00:00,2020-06-14 00:00:00,2020-06-13 02:00:00,2020-06-14 02:00:00,168.0835
2020-06-14 00:00:00,2020-06-15 00:00:00,2020-06-14 02:00:00,2020-06-15 02:00:00,90.3601
2020-06-15 00:00:00,2020-06-16 00:00:00,2020-06-15 02:00:00,2020-06-16 02:00:00,209.0997
2020-06-16 00:00:00,2020-06-17 00:00:00,2020-06-16 02:00:00,2020-06-17 02:00:00,235.1451
2020-06-17 00:00:00,2020-06-18 00:00:00,2020-06-17 02:00:00,2020-06-18 02:00:00,82.80904
2020-06-18 00:00:00,2020-06-19 00:00:00,2020-06-18 02:00:00,2020-06-19 02:00:00,286.606
2020-06-19 00:00:00,2020-06-20 00:00:00,2020-06-19 02:00:00,2020-06-20 02:00:00,289.1116
2020-06-20 00:00:00,2020-06-21 00:00:00,2020-06-20 02:00:00,2020-06-21 02:00:00,222.9004
2020-06-21 00:00:00,2020-06-22 00:00:00,2020-06-21 02:00:00,2020-06-22 02:00:00,339.0175
2020-06-22 00:00:00,2020-06-23 00:00:00,2020-06-22 02:00:00,2020-06-23 02:00:00,316.8541
2020-06-23 00:00:00,2020-06-24 00:00:00,2020-06-23 02:00:00,2020-06-24 02:00:00,350.0786
2020-06-24 00:00:00,2020-06-25 00:00:00,2020-06-24 02:00:00,2020-06-25 02:00:00,352.5618
2020-06-25 00:00:00,2020-06-26 00:00:00,2020-06-25 02:00:00,2020-06-26 02:00:00,14.44225
2020-06-26 00:00:00,2020-06-27 00:00:00,2020-06-26 02:00:00,2020-06-27 02:00:00,177.1169
2020-06-27 00:00:00,2020-06-28 00:00:00,2020-06-27 02:00:00,2020-06-28 02:00:00,267.2148
2020-06-28 00:00:00,2020-06-29 00:00:00,2020-06-28 02:00:00,2020-06-29 02:00:00,275.3664
2020-06-29 00:00:00,2020-06-30 00:00:00,2020-06-29 02:00:00,2020-06-30 02:00:00,167.466
2020-06-30 00:00:00,2020-07-01 00:00:00,2020-06-30 02:00:00,2020-07-01 02:00:00,378.4387
2020-07-01 00:00:00,2020-07-02 00:00:00,2020-07-01 02:00:00,2020-07-02 02:00:00,339.3838
2020-07-02 00:00:00,2020-07-03 00:00:00,2020-07-02 02:00:00,2020-07-03 02:00:00,126.0159
2020-07-03 00:00:00,2020-07-04 00:00:00,2020-07-03 02:00:00,2020-07-04 02:00:00,263.2961
2020-07-04 00:00:00,2020-07-05 00:00:00,2020-07-04 02:00:00,2020-07-05 02:00:00,336.3574
2020-07-05 00:00:00,2020-07-06 00:00:00,2020-07-05 02:00:00,2020-07-06 02:00:00,314.4464
2020-07-06 00:00:00,2020-07-07 00:00:00,2020-07-06 02:00:00,2020-07-07 02:00:00,249.4693
2020-07-07 00:00:00,2020-07-08 00:00:00,2020-07-07 02:00:00,2020-07-08 02:00:00,357.9818
2020-07-08 00:00:00,2020-07-09 00:00:00,2020-07-08 02:00:00,2020-07-09 02:00:00,95.60254
2020-07-09 00:00:00,2020-07-10 00:00:00,2020-07-09 02:00:00,2020-07-10 02:00:00,326.669
2020-07-10 00:00:00,2020-07-11 00:00:00,2020-07-10 02:00:00,2020-07-11 02:00:00,262.0428
2020-07-11 00:00:00,2020-07-12 00:00:00,2020-07-11 02:00:00,2020-07-12 02:00:00,337.1282
2020-07-12 00:00:00,2020-07-13 00:00:00,2020-07-12 02:00:00,2020-07-13 02:00:00,352.9818
2020-07-13 00:00:00,2020-07-14 00:00:00,2020-07-13 02:00:00,2020-07-14 02:00:00,337.5977
2020-07-14 00:00:00,2020-07-15 00:00:00,2020-07-14 02:00:00,2020-07-15 02:00:00,386.2584
2020-07-15 00:00:00,2020-07-16 00:00:00,2020-07-15 02:00:00,2020-07-16 02:00:00,111.3798
2020-07-16 00:00:00,2020-07-17 00:00:00,2020-07-16 02:00:00,2020-07-17 02:00:00,35.27619
2020-07-17 00:00:00,2020-07-18 00:00:00,2020-07-17 02:00:00,2020-07-18 02:00:00,153.4063
2020-07-18 00:00:00,2020-07-19 00:00:00,2020-07-18 02:00:00,2020-07-19 02:00:00,300.0818
2020-07-19 00:00:00,2020-07-20 00:00:00,2020-07-19 02:00:00,2020-07-20 02:00:00,315.2313
2020-07-20 00:00:00,2020-07-21 00:00:00,2020-07-20 02:00:00,2020-07-21 02:00:00,314.921
2020-07-21 00:00:00,2020-07-22 00:00:00,2020-07-21 02:00:00,2020-07-22 02:00:00,287.6653
2020-07-22 00:00:00,2020-07-23 00:00:00,2020-07-22 02:00:00,2020-07-23 02:00:00,256.6628
2020-07-23 00:00:00,2020-07-24 00:00:00,2020-07-23 02:00:00,2020-07-24 02:00:00,320.7002
2020-07-24 00:00:00,2020-07-25 00:00:00,2020-07-24 02:00:00,2020-07-25 02:00:00,168.4976
2020-07-25 00:00:00,2020-07-26 00:00:00,2020-07-25 02:00:00,2020-07-26 02:00:00,321.5561
2020-07-26 00:00:00,2020-07-27 00:00:00,2020-07-26 02:00:00,2020-07-27 02:00:00,185.8091
2020-07-27 00:00:00,2020-07-28 00:00:00,2020-07-27 02:00:00,2020-07-28 02:00:00,327.088
2020-07-29 00:00:00,2020-07-30 00:00:00,2020-07-29 02:00:00,2020-07-30 02:00:00,13.51226
2020-07-30 00:00:00,2020-07-31 00:00:00,2020-07-30 02:00:00,2020-07-31 02:00:00,323.5741
2020-07-31 00:00:00,2020-08-01 00:00:00,2020-07-31 02:00:00,2020-08-01 02:00:00,316.3012
2020-08-01 00:00:00,2020-08-02 00:00:00,2020-08-01 02:00:00,2020-08-02 02:00:00,248.2689
2020-08-02 00:00:00,2020-08-03 00:00:00,2020-08-02 02:00:00,2020-08-03 02:00:00,82.89224
2020-08-03 00:00:00,2020-08-04 00:00:00,2020-08-03 02:00:00,2020-08-04 02:00:00,145.9595
2020-08-04 00:00:00,2020-08-05 00:00:00,2020-08-04 02:00:00,2020-08-05 02:00:00,242.262
2020-08-05 00:00:00,2020-08-06 00:00:00,2020-08-05 02:00:00,2020-08-06 02:00:00,318.3283
2020-08-06 00:00:00,2020-08-07 00:00:00,2020-08-06 02:00:00,2020-08-07 02:00:00,311.0823
2020-08-07 00:00:00,2020-08-08 00:00:00,2020-08-07 02:00:00,2020-08-08 02:00:00,303.1383
2020-08-08 00:00:00,2020-08-09 00:00:00,2020-08-08 02:00:00,2020-08-09 02:00:00,302.0114
2020-08-09 00:00:00,2020-08-10 00:00:00,2020-08-09 02:00:00,2020-08-10 02:00:00,297.0612
2020-08-10 00:00:00,2020-08-11 00:00:00,2020-08-10 02:00:00,2020-08-11 02:00:00,274.0453
2020-08-11 00:00:00,2020-08-12 00:00:00,2020-08-11 02:00:00,2020-08-12 02:00:00,280.1448
2020-08-12 00:00:00,2020-08-13 00:00:00,2020-08-12 02:00:00,2020-08-13 02:00:00,265.0945
2020-08-13 00:00:00,2020-08-14 00:00:00,2020-08-13 02:00:00,2020-08-14 02:00:00,144.7583
2020-08-14 00:00:00,2020-08-15 00:00:00,2020-08-14 02:00:00,2020-08-15 02:00:00,58.35296
2020-08-15 00:00:00,2020-08-16 00:00:00,2020-08-15 02:00:00,2020-08-16 02:00:00,283.2843
2020-08-16 00:00:00,2020-08-17 00:00:00,2020-08-16 02:00:00,2020-08-17 02:00:00,262.2179
2020-08-17 00:00:00,2020-08-18 00:00:00,2020-08-17 02:00:00,2020-08-18 02:00:00,216.6885
2020-08-18 00:00:00,2020-08-19 00:00:00,2020-08-18 02:00:00,2020-08-19 02:00:00,235.28
2020-08-19 00:00:00,2020-08-20 00:00:00,2020-08-19 02:00:00,2020-08-20 02:00:00,221.9708
2020-08-20 00:00:00,2020-08-21 00:00:00,2020-08-20 02:00:00,2020-08-21 02:00:00,281.9777
2020-08-21 00:00:00,2020-08-22 00:00:00,2020-08-21 02:00:00,2020-08-22 02:00:00,268.0949
2020-08-22 00:00:00,2020-08-23 00:00:00,2020-08-22 02:00:00,2020-08-23 02:00:00,154.2811
2020-08-23 00:00:00,2020-08-24 00:00:00,2020-08-23 02:00:00,2020-08-24 02:00:00,181.0257
2020-08-24 00:00:00,2020-08-25 00:00:00,2020-08-24 02:00:00,2020-08-25 02:00:00,209.0903
2020-08-25 00:00:00,2020-08-26 00:00:00,2020-08-25 02:00:00,2020-08-26 02:00:00,164.5998
2020-08-26 00:00:00,2020-08-27 00:00:00,2020-08-26 02:00:00,2020-08-27 02:00:00,230.8331
2020-08-27 00:00:00,2020-08-28 00:00:00,2020-08-27 02:00:00,2020-08-28 02:00:00,186.8099
2020-08-28 00:00:00,2020-08-29 00:00:00,2020-08-28 02:00:00,2020-08-29 02:00:00,53.72456
2020-08-29 00:00:00,2020-08-30 00:00:00,2020-08-29 02:00:00,2020-08-30 02:00:00,91.19586
2020-08-30 00:00:00,2020-08-31 00:00:00,2020-08-30 02:00:00,2020-08-31 02:00:00,22.36051
2020-08-31 00:00:00,2020-09-01 00:00:00,2020-08-31 02:00:00,2020-09-01 02:00:00,156.2519
2020-09-01 00:00:00,2020-09-02 00:00:00,2020-09-01 02:00:00,2020-09-02 02:00:00,155.6761
2020-09-02 00:00:00,2020-09-03 00:00:00,2020-09-02 02:00:00,2020-09-03 02:00:00,237.8445
2020-09-03 00:00:00,2020-09-04 00:00:00,2020-09-03 02:00:00,2020-09-04 02:00:00,256.3485
2020-09-04 00:00:00,2020-09-05 00:00:00,2020-09-04 02:00:00,2020-09-05 02:00:00,252.0843
2020-09-05 00:00:00,2020-09-06 00:00:00,2020-09-05 02:00:00,2020-09-06 02:00:00,194.3794
2020-09-06 00:00:00,2020-09-07 00:00:00,2020-09-06 02:00:00,2020-09-07 02:00:00,119.7518
2020-09-07 00:00:00,2020-09-08 00:00:00,2020-09-07 02:00:00,2020-09-08 02:00:00,202.2942
2020-09-08 00:00:00,2020-09-09 00:00:00,2020-09-08 02:00:00,2020-09-09 02:00:00,0
2020-09-09 00:00:00,2020-09-10 00:00:00,2020-09-09 02:00:00,2020-09-10 02:00:00,215.5268
2020-09-10 00:00:00,2020-09-11 00:00:00,2020-09-10 02:00:00,2020-09-11 02:00:00,233.211
2020-09-11 00:00:00,2020-09-12 00:00:00,2020-09-11 02:00:00,2020-09-12 02:00:00,222.1605
2020-09-12 00:00:00,2020-09-13 00:00:00,2020-09-12 02:00:00,2020-09-13 02:00:00,218.5021
2020-09-13 00:00:00,2020-09-14 00:00:00,2020-09-13 02:00:00,2020-09-14 02:00:00,219.5757
2020-09-14 00:00:00,2020-09-15 00:00:00,2020-09-14 02:00:00,2020-09-15 02:00:00,222.5272
2020-09-15 00:00:00,2020-09-16 00:00:00,2020-09-15 02:00:00,2020-09-16 02:00:00,219.6786
2020-09-16 00:00:00,2020-09-17 00:00:00,2020-09-16 02:00:00,2020-09-17 02:00:00,183.0095
2020-09-17 00:00:00,2020-09-18 00:00:00,2020-09-17 02:00:00,2020-09-18 02:00:00,201.2047
2020-09-18 00:00:00,2020-09-19 00:00:00,2020-09-18 02:00:00,2020-09-19 02:00:00,202.9311
2020-09-19 00:00:00,2020-09-20 00:00:00,2020-09-19 02:00:00,2020-09-20 02:00:00,144.025
2020-09-20 00:00:00,2020-09-21 00:00:00,2020-09-20 02:00:00,2020-09-21 02:00:00,188.0651
2020-09-21 00:00:00,2020-09-22 00:00:00,2020-09-21 02:00:00,2020-09-22 02:00:00,204.7087
2020-09-22 00:00:00,2020-09-23 00:00:00,2020-09-22 02:00:00,2020-09-23 02:00:00,160.3914
2020-09-23 00:00:00,2020-09-24 00:00:00,2020-09-23 02:00:00,2020-09-24 02:00:00,141.9703
2020-09-24 00:00:00,2020-09-25 00:00:00,2020-09-24 02:00:00,2020-09-25 02:00:00,119.0495
2020-09-25 00:00:00,2020-09-26 00:00:00,2020-09-25 02:00:00,2020-09-26 02:00:00,65.00178
2020-09-26 00:00:00,2020-09-27 00:00:00,2020-09-26 02:00:00,2020-09-27 02:00:00,2.312851
2020-09-27 00:00:00,2020-09-28 00:00:00,2020-09-27 02:00:00,2020-09-28 02:00:00,102.1581
2020-09-28 00:00:00,2020-09-29 00:00:00,2020-09-28 02:00:00,2020-09-29 02:00:00,149.8421
2020-09-29 00:00:00,2020-09-30 00:00:00,2020-09-29 02:00:00,2020-09-30 02:00:00,50.10176
2020-09-30 00:00:00,2020-10-01 00:00:00,2020-09-30 02:00:00,2020-10-01 02:00:00,181.1046
2020-10-01 00:00:00,2020-10-02 00:00:00,2020-10-01 02:00:00,2020-10-02 02:00:00,89.08885
2020-10-02 00:00:00,2020-10-03 00:00:00,2020-10-02 02:00:00,2020-10-03 02:00:00,72.49618
2020-10-03 00:00:00,2020-10-04 00:00:00,2020-10-03 02:00:00,2020-10-04 02:00:00,124.2567
2020-10-04 00:00:00,2020-10-05 00:00:00,2020-10-04 02:00:00,2020-10-05 02:00:00,130.9529
2020-10-05 00:00:00,2020-10-06 00:00:00,2020-10-05 02:00:00,2020-10-06 02:00:00,50.27775
2020-10-06 00:00:00,2020-10-07 00:00:00,2020-10-06 02:00:00,2020-10-07 02:00:00,53.32296
2020-10-07 00:00:00,2020-10-08 00:00:00,2020-10-07 02:00:00,2020-10-08 02:00:00,81.4507
2020-10-08 00:00:00,2020-10-09 00:00:00,2020-10-08 02:00:00,2020-10-09 02:00:00,117.723
2020-10-09 00:00:00,2020-10-10 00:00:00,2020-10-09 02:00:00,2020-10-10 02:00:00,96.80134
2020-10-10 00:00:00,2020-10-11 00:00:00,2020-10-10 02:00:00,2020-10-11 02:00:00,46.72278
2020-10-11 00:00:00,2020-10-12 00:00:00,2020-10-11 02:00:00,2020-10-12 02:00:00,68.72372
2020-10-12 00:00:00,2020-10-13 00:00:00,2020-10-12 02:00:00,2020-10-13 02:00:00,63.24492
2020-10-13 00:00:00,2020-10-14 00:00:00,2020-10-13 02:00:00,2020-10-14 02:00:00,128.2197
2020-10-14 00:00:00,2020-10-15 00:00:00,2020-10-14 02:00:00,2020-10-15 02:00:00,118.7618
2020-10-15 00:00:00,2020-10-16 00:00:00,2020-10-15 02:00:00,2020-10-16 02:00:00,35.96838
2020-10-16 00:00:00,2020-10-17 00:00:00,2020-10-16 02:00:00,2020-10-17 02:00:00,33.64448
2020-10-17 00:00:00,2020-10-18 00:00:00,2020-10-17 02:00:00,2020-10-18 02:00:00,73.26303
2020-10-18 00:00:00,2020-10-19 00:00:00,2020-10-18 02:00:00,2020-10-19 02:00:00,89.30086
2020-10-19 00:00:00,2020-10-20 00:00:00,2020-10-19 02:00:00,2020-10-20 02:00:00,134.5908
2020-10-20 00:00:00,2020-10-21 00:00:00,2020-10-20 02:00:00,2020-10-21 02:00:00,90.2264
2020-10-21 00:00:00,2020-10-22 00:00:00,2020-10-21 02:00:00,2020-10-22 02:00:00,67.42251
2020-10-22 00:00:00,2020-10-23 00:00:00,2020-10-22 02:00:00,2020-10-23 02:00:00,66.85813
2020-10-23 00:00:00,2020-10-24 00:00:00,2020-10-23 02:00:00,2020-10-24 02:00:00,21.50274
2020-10-24 00:00:00,2020-10-25 00:00:00,2020-10-24 02:00:00,2020-10-25 02:00:00,93.07126
2020-10-25 01:00:00,2020-10-26 00:00:00,2020-10-25 02:00:00,2020-10-26 01:00:00,110.713
2020-10-26 00:00:00,2020-10-27 00:00:00,2020-10-26 01:00:00,2020-10-27 01:00:00,18.89175
2020-10-27 00:00:00,2020-10-28 00:00:00,2020-10-27 01:00:00,2020-10-28 01:00:00,65.00708
2020-10-28 00:00:00,2020-10-29 00:00:00,2020-10-28 01:00:00,2020-10-29 01:00:00,64.83338
2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-29 01:00:00,2020-10-30 01:00:00,28.95929
2020-10-30 00:00:00,2020-10-31 00:00:00,2020-10-30 01:00:00,2020-10-31 01:00:00,85.36521
2020-10-31 00:00:00,2020-11-01 00:00:00,2020-10-31 01:00:00,2020-11-01 01:00:00,115.8245
2020-11-01 00:00:00,2020-11-02 00:00:00,2020-11-01 01:00:00,2020-11-02 01:00:00,17.85592
2020-11-02 00:00:00,2020-11-03 00:00:00,2020-11-02 01:00:00,2020-11-03 01:00:00,45.16004
2020-11-03 00:00:00,2020-11-04 00:00:00,2020-11-03 01:00:00,2020-11-04 01:00:00,20.53256
2020-11-04 00:00:00,2020-11-05 00:00:00,2020-11-04 01:00:00,2020-11-05 01:00:00,29.9981
2020-11-05 00:00:00,2020-11-06 00:00:00,2020-11-05 01:00:00,2020-11-06 01:00:00,59.64304
2020-11-06 00:00:00,2020-11-07 00:00:00,2020-11-06 01:00:00,2020-11-07 01:00:00,94.35594
2020-11-07 00:00:00,2020-11-08 00:00:00,2020-11-07 01:00:00,2020-11-08 01:00:00,82.05082
2020-11-08 00:00:00,2020-11-09 00:00:00,2020-11-08 01:00:00,2020-11-09 01:00:00,56.30686
2020-11-09 00:00:00,2020-11-10 00:00:00,2020-11-09 01:00:00,2020-11-10 01:00:00,98.04646
2020-11-10 00:00:00,2020-11-11 00:00:00,2020-11-10 01:00:00,2020-11-11 01:00:00,85.0502
2020-11-11 00:00:00,2020-11-12 00:00:00,2020-11-11 01:00:00,2020-11-12 01:00:00,30.08831
2020-11-12 00:00:00,2020-11-13 00:00:00,2020-11-12 01:00:00,2020-11-13 01:00:00,28.25529
2020-11-13 00:00:00,2020-11-14 00:00:00,2020-11-13 01:00:00,2020-11-14 01:00:00,65.43789
2020-11-14 00:00:00,2020-11-15 00:00:00,2020-11-14 01:00:00,2020-11-15 01:00:00,92.39602
2020-11-15 00:00:00,2020-11-16 00:00:00,2020-11-15 01:00:00,2020-11-16 01:00:00,96.39317
2020-11-16 00:00:00,2020-11-17 00:00:00,2020-11-16 01:00:00,2020-11-17 01:00:00,51.26081
2020-11-17 00:00:00,2020-11-18 00:00:00,2020-11-17 01:00:00,2020-11-18 01:00:00,69.2496
2020-11-18 00:00:00,2020-11-19 00:00:00,2020-11-18 01:00:00,2020-11-19 01:00:00,89.42504
2020-11-19 00:00:00,2020-11-20 00:00:00,2020-11-19 01:00:00,2020-11-20 01:00:00,28.73671
2020-11-20 00:00:00,2020-11-21 00:00:00,2020-11-20 01:00:00,2020-11-21 01:00:00,58.58274
2020-11-21 00:00:00,2020-11-22 00:00:00,2020-11-21 01:00:00,2020-11-22 01:00:00,75.47593
2020-11-22 00:00:00,2020-11-23 00:00:00,2020-11-22 01:00:00,2020-11-23 01:00:00,70.07996
2020-11-23 00:00:00,2020-11-24 00:00:00,2020-11-23 01:00:00,2020-11-24 01:00:00,52.99104
2020-11-24 00:00:00,2020-11-25 00:00:00,2020-11-24 01:00:00,2020-11-25 01:00:00,76.73318
2020-11-25 00:00:00,2020-11-26 00:00:00,2020-11-25 01:00:00,2020-11-26 01:00:00,66.02907
2020-11-26 00:00:00,2020-11-27 00:00:00,2020-11-26 01:00:00,2020-11-27 01:00:00,76.46114
2020-11-27 00:00:00,2020-11-28 00:00:00,2020-11-27 01:00:00,2020-11-28 01:00:00,66.82983
2020-11-28 00:00:00,2020-11-29 00:00:00,2020-11-28 01:00:00,2020-11-29 01:00:00,12.21929
2020-11-29 00:00:00,2020-11-30 00:00:00,2020-11-29 01:00:00,2020-11-30 01:00:00,45.55743
2020-11-30 00:00:00,2020-12-01 00:00:00,2020-11-30 01:00:00,2020-12-01 01:00:00,71.46966
2020-12-01 00:00:00,2020-12-02 00:00:00,2020-12-01 01:00:00,2020-12-02 01:00:00,15.34011
2020-12-02 00:00:00,2020-12-03 00:00:00,2020-12-02 01:00:00,2020-12-03 01:00:00,23.3876
2020-12-03 00:00:00,2020-12-04 00:00:00,2020-12-03 01:00:00,2020-12-04 01:00:00,40.19324
2020-12-04 00:00:00,2020-12-05 00:00:00,2020-12-04 01:00:00,2020-12-05 01:00:00,14.54951
2020-12-05 00:00:00,2020-12-06 00:00:00,2020-12-05 01:00:00,2020-12-06 01:00:00,29.53485
2020-12-06 00:00:00,2020-12-07 00:00:00,2020-12-06 01:00:00,2020-12-07 01:00:00,14.48493
2020-12-07 00:00:00,2020-12-08 00:00:00,2020-12-07 01:00:00,2020-12-08 01:00:00,54.01062
2020-12-08 00:00:00,2020-12-09 00:00:00,2020-12-08 01:00:00,2020-12-09 01:00:00,44.72901
2020-12-09 00:00:00,2020-12-10 00:00:00,2020-12-09 01:00:00,2020-12-10 01:00:00,5.29741
2020-12-10 00:00:00,2020-12-11 00:00:00,2020-12-10 01:00:00,2020-12-11 01:00:00,22.64723
2020-12-11 00:00:00,2020-12-12 00:00:00,2020-12-11 01:00:00,2020-12-12 01:00:00,33.22312
2020-12-12 00:00:00,2020-12-13 00:00:00,2020-12-12 01:00:00,2020-12-13 01:00:00,40.64052
2020-12-13 00:00:00,2020-12-14 00:00:00,2020-12-13 01:00:00,2020-12-14 01:00:00,41.24928
2020-12-14 00:00:00,2020-12-15 00:00:00,2020-12-14 01:00:00,2020-12-15 01:00:00,50.7142
2020-12-15 00:00:00,2020-12-16 00:00:00,2020-12-15 01:00:00,2020-12-16 01:00:00,10.4083
2020-12-16 00:00:00,2020-12-17 00:00:00,2020-12-16 01:00:00,2020-12-17 01:00:00,39.28668
2020-12-17 00:00:00,2020-12-18 00:00:00,2020-12-17 01:00:00,2020-12-18 01:00:00,21.19306
2020-12-18 00:00:00,2020-12-19 00:00:00,2020-12-18 01:00:00,2020-12-19 01:00:00,50.90345
2020-12-19 00:00:00,2020-12-20 00:00:00,2020-12-19 01:00:00,2020-12-20 01:00:00,24.34814
2020-12-20 00:00:00,2020-12-21 00:00:00,2020-12-20 01:00:00,2020-12-21 01:00:00,20.34378
2020-12-21 00:00:00,2020-12-22 00:00:00,2020-12-21 01:00:00,2020-12-22 01:00:00,17.13148
2020-12-22 00:00:00,2020-12-23 00:00:00,2020-12-22 01:00:00,2020-12-23 01:00:00,18.63461
2020-12-23 00:00:00,2020-12-24 00:00:00,2020-12-23 01:00:00,2020-12-24 01:00:00,27.50791
2020-12-24 00:00:00,2020-12-25 00:00:00,2020-12-24 01:00:00,2020-12-25 01:00:00,5.315497
2020-12-25 00:00:00,2020-12-26 00:00:00,2020-12-25 01:00:00,2020-12-26 01:00:00,18.30496
2020-12-26 00:00:00,2020-12-27 00:00:00,2020-12-26 01:00:00,2020-12-27 01:00:00,49.04615
2020-12-27 00:00:00,2020-12-28 00:00:00,2020-12-27 01:00:00,2020-12-28 01:00:00,21.65899
2020-12-28 00:00:00,2020-12-29 00:00:00,2020-12-28 01:00:00,2020-12-29 01:00:00,23.77526
2020-12-29 00:00:00,2020-12-30 00:00:00,2020-12-29 01:00:00,2020-12-30 01:00:00,43.38296
2020-12-30 00:00:00,2020-12-31 00:00:00,2020-12-30 01:00:00,2020-12-31 01:00:00,24.82905
2020-12-31 00:00:00,2021-01-01 00:00:00,2020-12-31 01:00:00,2021-01-01 01:00:00,21.67873
2021-01-01 00:00:00,2021-01-02 00:00:00,2021-01-01 01:00:00,2021-01-02 01:00:00,20.29817
2021-01-02 00:00:00,2021-01-03 00:00:00,2021-01-02 01:00:00,2021-01-03 01:00:00,7.98857
2021-01-03 00:00:00,2021-01-04 00:00:00,2021-01-03 01:00:00,2021-01-04 01:00:00,8.883562
2021-01-04 00:00:00,2021-01-05 00:00:00,2021-01-04 01:00:00,2021-01-05 01:00:00,19.89084
2021-01-05 00:00:00,2021-01-06 00:00:00,2021-01-05 01:00:00,2021-01-06 01:00:00,8.065386
2021-01-06 00:00:00,2021-01-07 00:00:00,2021-01-06 01:00:00,2021-01-07 01:00:00,10.58531
2021-01-07 00:00:00,2021-01-08 00:00:00,2021-01-07 01:00:00,2021-01-08 01:00:00,28.30013
2021-01-08 00:00:00,2021-01-09 00:00:00,2021-01-08 01:00:00,2021-01-09 01:00:00,31.07172
2021-01-09 00:00:00,2021-01-10 00:00:00,2021-01-09 01:00:00,2021-01-10 01:00:00,62.13224
2021-01-10 00:00:00,2021-01-11 00:00:00,2021-01-10 01:00:00,2021-01-11 01:00:00,77.3776
2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-11 01:00:00,2021-01-12 01:00:00,75.2767
2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-12 01:00:00,2021-01-13 01:00:00,5.880369
2021-01-13 00:00:00,2021-01-14 00:00:00,2021-01-13 01:00:00,2021-01-14 01:00:00,48.55072
2021-01-14 00:00:00,2021-01-15 00:00:00,2021-01-14 01:00:00,2021-01-15 01:00:00,9.993589
2021-01-15 00:00:00,2021-01-16 00:00:00,2021-01-15 01:00:00,2021-01-16 01:00:00,36.89462
2021-01-16 00:00:00,2021-01-17 00:00:00,2021-01-16 01:00:00,2021-01-17 01:00:00,40.6111
2021-01-17 00:00:00,2021-01-18 00:00:00,2021-01-17 01:00:00,2021-01-18 01:00:00,18.70351
2021-01-18 00:00:00,2021-01-19 00:00:00,2021-01-18 01:00:00,2021-01-19 01:00:00,35.34746
2021-01-19 00:00:00,2021-01-20 00:00:00,2021-01-19 01:00:00,2021-01-20 01:00:00,33.26607
2021-01-20 00:00:00,2021-01-21 00:00:00,2021-01-20 01:00:00,2021-01-21 01:00:00,46.36879
2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-21 01:00:00,2021-01-22 01:00:00,27.18117
2021-01-22 00:00:00,2021-01-23 00:00:00,2021-01-22 01:00:00,2021-01-23 01:00:00,41.6486
2021-01-23 00:00:00,2021-01-24 00:00:00,2021-01-23 01:00:00,2021-01-24 01:00:00,0
2021-01-24 00:00:00,2021-01-25 00:00:00,2021-01-24 01:00:00,2021-01-25 01:00:00,71.48549
2021-01-25 00:00:00,2021-01-26 00:00:00,2021-01-25 01:00:00,2021-01-26 01:00:00,40.06921
2021-01-26 00:00:00,2021-01-27 00:00:00,2021-01-26 01:00:00,2021-01-27 01:00:00,66.27549
2021-01-27 00:00:00,2021-01-28 00:00:00,2021-01-27 01:00:00,2021-01-28 01:00:00,11.34442
2021-01-28 00:00:00,2021-01-29 00:00:00,2021-01-28 01:00:00,2021-01-29 01:00:00,10.41882
2021-01-29 00:00:00,2021-01-30 00:00:00,2021-01-29 01:00:00,2021-01-30 01:00:00,32.86713
2021-01-30 00:00:00,2021-01-31 00:00:00,2021-01-30 01:00:00,2021-01-31 01:00:00,15.07449
2021-01-31 00:00:00,2021-02-01 00:00:00,2021-01-31 01:00:00,2021-02-01 01:00:00,25.49641
2021-02-01 00:00:00,2021-02-02 00:00:00,2021-02-01 01:00:00,2021-02-02 01:00:00,25.28008
2021-02-02 00:00:00,2021-02-03 00:00:00,2021-02-02 01:00:00,2021-02-03 01:00:00,26.17466
2021-02-03 00:00:00,2021-02-04 00:00:00,2021-02-03 01:00:00,2021-02-04 01:00:00,12.07622
