Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Apr 6, 2021;Apr 7, 2021;14,898.00;14,898.00;12,147.50
Apr 7, 2021;Apr 8, 2021;15,537.25;15,537.25;13,248.75
Apr 8, 2021;Apr 9, 2021;15,265.00;15,265.00;13,840.50
Apr 9, 2021;Apr 10, 2021;14,898.00;14,898.00;13,029.25
Apr 10, 2021;Apr 11, 2021;13,180.50;13,180.50;12,091.50
Apr 11, 2021;Apr 12, 2021;12,515.25;12,515.25;11,172.00
Apr 12, 2021;Apr 13, 2021;14,760.50;14,760.50;13,496.25
Apr 13, 2021;Apr 14, 2021;14,946.50;14,946.50;13,771.00
Apr 14, 2021;Apr 15, 2021;15,036.00;15,036.00;13,865.25
Apr 15, 2021;Apr 16, 2021;15,070.00;15,070.00;13,316.75
Apr 16, 2021;Apr 17, 2021;15,044.25;15,044.25;13,516.25
Apr 17, 2021;Apr 18, 2021;13,029.25;13,029.25;11,106.25
Apr 18, 2021;Apr 19, 2021;12,273.75;12,273.75;11,198.75
Apr 19, 2021;Apr 20, 2021;14,607.00;14,607.00;13,449.25
Apr 20, 2021;Apr 21, 2021;14,729.00;14,729.00;13,833.50
Apr 21, 2021;Apr 22, 2021;14,750.50;14,750.50;13,424.00
Apr 22, 2021;Apr 23, 2021;14,629.75;14,629.75;12,634.75
Apr 23, 2021;Apr 24, 2021;14,534.00;14,534.00;12,780.00
Apr 24, 2021;Apr 25, 2021;12,773.00;12,773.00;10,384.50
Apr 25, 2021;Apr 26, 2021;11,934.50;11,934.50;9,536.50
Apr 26, 2021;Apr 27, 2021;14,281.00;14,281.00;11,790.50
Apr 27, 2021;Apr 28, 2021;14,598.75;14,598.75;12,695.50
Apr 28, 2021;Apr 29, 2021;14,619.25;14,619.25;13,217.50
Apr 29, 2021;Apr 30, 2021;14,648.00;14,648.00;12,491.75
Apr 30, 2021;May 1, 2021;14,681.50;14,681.50;13,534.25
May 1, 2021;May 2, 2021;11,954.00;11,954.00;10,755.50
May 2, 2021;May 3, 2021;11,928.25;11,928.25;10,592.75
May 3, 2021;May 4, 2021;14,327.25;14,327.25;12,515.25
May 4, 2021;May 5, 2021;14,939.50;14,939.50;11,413.25
May 5, 2021;May 6, 2021;14,995.00;14,995.00;12,195.50
May 6, 2021;May 7, 2021;15,092.50;15,092.50;14,023.75
May 7, 2021;May 8, 2021;14,775.25;14,775.25;12,940.75
May 8, 2021;May 9, 2021;12,942.00;12,942.00;11,084.25
May 9, 2021;May 10, 2021;11,607.50;11,607.50;8,972.25
May 10, 2021;May 11, 2021;14,147.25;14,147.25;12,074.00
May 11, 2021;May 12, 2021;14,509.75;14,509.75;13,875.75
May 12, 2021;May 13, 2021;14,412.50;14,412.50;13,143.75
May 13, 2021;May 14, 2021;12,199.00;12,199.00;10,946.00
May 14, 2021;May 15, 2021;13,400.25;13,400.25;12,094.50
May 15, 2021;May 16, 2021;12,573.00;12,573.00;11,166.50
May 16, 2021;May 17, 2021;11,925.00;11,925.00;10,072.00
May 17, 2021;May 18, 2021;14,169.25;14,169.25;11,848.00
May 18, 2021;May 19, 2021;14,591.75;14,591.75;13,003.75
May 19, 2021;May 20, 2021;14,561.50;14,561.50;13,174.50
May 20, 2021;May 21, 2021;14,502.75;14,502.75;12,839.50
May 21, 2021;May 22, 2021;14,293.50;14,293.50;10,859.25
May 22, 2021;May 23, 2021;12,689.75;12,689.75;10,221.00
May 23, 2021;May 24, 2021;11,648.25;11,648.25;9,119.75
May 24, 2021;May 25, 2021;11,764.50;11,764.50;8,959.00
May 25, 2021;May 26, 2021;13,992.25;13,992.25;11,034.50
May 26, 2021;May 27, 2021;14,397.00;14,397.00;12,515.75
May 27, 2021;May 28, 2021;14,312.25;14,312.25;12,550.75
May 28, 2021;May 29, 2021;14,131.00;14,131.00;12,628.50
May 29, 2021;May 30, 2021;12,372.25;12,372.25;10,457.75
May 30, 2021;May 31, 2021;11,523.25;11,523.25;9,120.75
May 31, 2021;Jun 1, 2021;13,825.75;13,825.75;11,702.00
Jun 1, 2021;Jun 2, 2021;14,203.25;14,203.25;11,830.50
Jun 2, 2021;Jun 3, 2021;14,383.00;14,383.00;12,596.75
Jun 3, 2021;Jun 4, 2021;14,597.00;14,597.00;13,828.75
Jun 4, 2021;Jun 5, 2021;14,613.00;14,613.00;13,575.50
Jun 5, 2021;Jun 6, 2021;12,683.00;12,683.00;11,971.25
Jun 6, 2021;Jun 7, 2021;11,728.75;11,728.75;11,048.00
Jun 7, 2021;Jun 8, 2021;14,074.00;14,074.00;13,197.25
Jun 8, 2021;Jun 9, 2021;14,378.50;14,378.50;13,285.50
Jun 9, 2021;Jun 10, 2021;14,471.25;14,471.25;13,226.75
Jun 10, 2021;Jun 11, 2021;14,551.50;14,551.50;13,179.75
Jun 11, 2021;Jun 12, 2021;14,515.25;14,515.25;13,092.50
Jun 12, 2021;Jun 13, 2021;12,736.00;12,736.00;11,168.75
Jun 13, 2021;Jun 14, 2021;11,615.00;11,615.00;10,007.50
Jun 14, 2021;Jun 15, 2021;14,278.50;14,278.50;12,640.00
Jun 15, 2021;Jun 16, 2021;14,780.00;14,780.00;13,296.50
Jun 16, 2021;Jun 17, 2021;14,982.75;14,982.75;13,439.50
Jun 17, 2021;Jun 18, 2021;15,148.75;15,148.75;13,432.75
Jun 18, 2021;Jun 19, 2021;15,241.50;15,241.50;13,531.50
Jun 19, 2021;Jun 20, 2021;13,118.75;13,118.75;11,585.75
Jun 20, 2021;Jun 21, 2021;12,076.75;12,076.75;10,526.00
Jun 21, 2021;Jun 22, 2021;14,358.25;14,358.25;12,635.00
Jun 22, 2021;Jun 23, 2021;14,330.25;14,330.25;13,522.25
Jun 23, 2021;Jun 24, 2021;12,014.75;12,014.75;10,992.50
Jun 24, 2021;Jun 25, 2021;14,078.50;14,078.50;13,301.50
Jun 25, 2021;Jun 26, 2021;14,012.75;14,012.75;12,558.25
Jun 26, 2021;Jun 27, 2021;12,339.75;12,339.75;11,117.00
Jun 27, 2021;Jun 28, 2021;11,795.75;11,795.75;10,541.25
Jun 28, 2021;Jun 29, 2021;14,291.25;14,291.25;13,196.00
Jun 29, 2021;Jun 30, 2021;14,398.25;14,398.25;13,471.25
Jun 30, 2021;Jul 1, 2021;14,406.75;14,406.75;13,496.75
Jul 1, 2021;Jul 2, 2021;14,182.75;14,182.75;13,186.50
Jul 2, 2021;Jul 3, 2021;14,052.50;14,052.50;12,974.50
Jul 3, 2021;Jul 4, 2021;12,356.00;12,356.00;11,367.25
Jul 4, 2021;Jul 5, 2021;11,502.50;11,502.50;10,636.75
Jul 5, 2021;Jul 6, 2021;13,871.75;13,871.75;12,728.50
Jul 6, 2021;Jul 7, 2021;14,244.75;14,244.75;11,636.50
Jul 7, 2021;Jul 8, 2021;14,223.25;14,223.25;12,593.50
Jul 8, 2021;Jul 9, 2021;14,263.50;14,263.50;13,751.25
Jul 9, 2021;Jul 10, 2021;14,197.25;14,197.25;13,089.25
Jul 10, 2021;Jul 11, 2021;12,431.75;12,431.75;11,452.00
Jul 11, 2021;Jul 12, 2021;11,458.00;11,458.00;10,445.75
Jul 12, 2021;Jul 13, 2021;13,929.25;13,929.25;13,175.50
Jul 13, 2021;Jul 14, 2021;14,518.50;14,518.50;14,129.75
Jul 14, 2021;Jul 15, 2021;14,695.75;14,695.75;13,665.00
Jul 15, 2021;Jul 16, 2021;14,189.25;14,189.25;12,755.50
Jul 16, 2021;Jul 17, 2021;13,974.25;13,974.25;12,777.50
Jul 17, 2021;Jul 18, 2021;12,378.25;12,378.25;10,838.50
Jul 18, 2021;Jul 19, 2021;11,539.00;11,539.00;9,030.50
Jul 19, 2021;Jul 20, 2021;13,742.50;13,742.50;11,941.50
Jul 20, 2021;Jul 21, 2021;13,929.25;13,929.25;12,431.75
Jul 21, 2021;Jul 22, 2021;14,095.00;14,095.00;12,690.50
Jul 22, 2021;Jul 23, 2021;14,145.75;14,145.75;12,745.25
Jul 23, 2021;Jul 24, 2021;13,958.00;13,958.00;12,452.25
Jul 24, 2021;Jul 25, 2021;12,412.25;12,412.25;11,357.00
Jul 25, 2021;Jul 26, 2021;11,439.25;11,439.25;10,117.00
Jul 26, 2021;Jul 27, 2021;13,632.75;13,632.75;12,073.75
Jul 27, 2021;Jul 28, 2021;13,866.50;13,866.50;12,985.00
Jul 28, 2021;Jul 29, 2021;13,876.25;13,876.25;11,923.75
Jul 29, 2021;Jul 30, 2021;13,622.50;13,622.50;11,634.25
Jul 30, 2021;Jul 31, 2021;13,395.50;13,395.50;11,097.25
Jul 31, 2021;Aug 1, 2021;11,828.00;11,828.00;10,133.50
Aug 1, 2021;Aug 2, 2021;11,040.50;11,040.50;9,679.50
Aug 2, 2021;Aug 3, 2021;12,852.50;12,852.50;11,649.50
Aug 3, 2021;Aug 4, 2021;13,162.25;13,162.25;12,470.50
Aug 4, 2021;Aug 5, 2021;13,080.75;13,080.75;12,370.75
Aug 5, 2021;Aug 6, 2021;13,100.50;13,100.50;12,093.50
Aug 6, 2021;Aug 7, 2021;12,951.25;12,951.25;10,867.75
Aug 7, 2021;Aug 8, 2021;11,644.25;11,644.25;9,910.50
Aug 8, 2021;Aug 9, 2021;10,848.75;10,848.75;8,826.00
Aug 9, 2021;Aug 10, 2021;12,335.00;12,335.00;10,236.50
Aug 10, 2021;Aug 11, 2021;12,595.50;12,595.50;11,288.50
Aug 11, 2021;Aug 12, 2021;12,692.00;12,692.00;11,740.25
Aug 12, 2021;Aug 13, 2021;12,895.50;12,895.50;11,874.75
Aug 13, 2021;Aug 14, 2021;12,985.50;12,985.50;11,785.50
Aug 14, 2021;Aug 15, 2021;11,585.75;11,585.75;10,316.50
Aug 15, 2021;Aug 16, 2021;10,703.75;10,703.75;9,482.00
Aug 16, 2021;Aug 17, 2021;12,626.00;12,626.00;10,853.00
Aug 17, 2021;Aug 18, 2021;13,041.00;13,041.00;11,896.75
Aug 18, 2021;Aug 19, 2021;13,179.25;13,179.25;12,218.25
Aug 19, 2021;Aug 20, 2021;13,192.25;13,192.25;12,185.75
Aug 20, 2021;Aug 21, 2021;13,067.00;13,067.00;12,207.50
Aug 21, 2021;Aug 22, 2021;11,635.75;11,635.75;10,572.50
Aug 22, 2021;Aug 23, 2021;10,840.50;10,840.50;9,330.50
Aug 23, 2021;Aug 24, 2021;13,072.00;13,072.00;11,907.25
Aug 24, 2021;Aug 25, 2021;13,420.50;13,420.50;11,142.00
Aug 25, 2021;Aug 26, 2021;13,599.75;13,599.75;11,806.25
Aug 26, 2021;Aug 27, 2021;13,643.75;13,643.75;12,073.25
Aug 27, 2021;Aug 28, 2021;13,494.25;13,494.25;12,039.25
Aug 28, 2021;Aug 29, 2021;12,000.25;12,000.25;10,465.25
Aug 29, 2021;Aug 30, 2021;11,284.00;11,284.00;9,824.50
Aug 30, 2021;Aug 31, 2021;13,391.00;13,391.00;12,182.25
Aug 31, 2021;Sep 1, 2021;13,736.00;13,736.00;12,215.75
Sep 1, 2021;Sep 2, 2021;13,846.50;13,846.50;12,501.25
Sep 2, 2021;Sep 3, 2021;13,931.50;13,931.50;11,943.25
Sep 3, 2021;Sep 4, 2021;13,774.00;13,774.00;12,297.25
Sep 4, 2021;Sep 5, 2021;12,109.75;12,109.75;11,014.00
Sep 5, 2021;Sep 6, 2021;11,293.50;11,293.50;10,230.50
Sep 6, 2021;Sep 7, 2021;13,645.25;13,645.25;12,656.50
Sep 7, 2021;Sep 8, 2021;13,908.50;13,908.50;12,784.00
Sep 8, 2021;Sep 9, 2021;14,072.00;14,072.00;12,291.50
Sep 9, 2021;Sep 10, 2021;14,284.50;14,284.50;13,385.00
Sep 10, 2021;Sep 11, 2021;14,162.75;14,162.75;13,493.75
Sep 11, 2021;Sep 12, 2021;12,378.50;12,378.50;11,437.75
Sep 12, 2021;Sep 13, 2021;11,480.50;11,480.50;10,624.50
Sep 13, 2021;Sep 14, 2021;13,590.00;13,590.00;12,523.50
Sep 14, 2021;Sep 15, 2021;14,036.50;14,036.50;13,242.75
Sep 15, 2021;Sep 16, 2021;14,401.00;14,401.00;13,594.50
Sep 16, 2021;Sep 17, 2021;14,010.75;14,010.75;13,313.25
Sep 17, 2021;Sep 18, 2021;13,986.25;13,986.25;13,402.75
Sep 18, 2021;Sep 19, 2021;12,294.50;12,294.50;11,347.25
Sep 19, 2021;Sep 20, 2021;11,515.50;11,515.50;10,425.50
Sep 20, 2021;Sep 21, 2021;13,939.75;13,939.75;13,136.25
Sep 21, 2021;Sep 22, 2021;14,241.00;14,241.00;13,270.25
Sep 22, 2021;Sep 23, 2021;14,378.25;14,378.25;13,525.50
Sep 23, 2021;Sep 24, 2021;14,310.25;14,310.25;12,938.50
Sep 24, 2021;Sep 25, 2021;14,262.75;14,262.75;13,522.25
Sep 25, 2021;Sep 26, 2021;12,491.25;12,491.25;11,650.00
Sep 26, 2021;Sep 27, 2021;11,744.50;11,744.50;11,083.00
Sep 27, 2021;Sep 28, 2021;14,040.25;14,040.25;12,946.00
Sep 28, 2021;Sep 29, 2021;14,523.50;14,523.50;13,873.50
Sep 29, 2021;Sep 30, 2021;14,662.00;14,662.00;12,519.25
Sep 30, 2021;Oct 1, 2021;14,768.25;14,768.25;13,291.00
Oct 1, 2021;Oct 2, 2021;14,735.00;14,735.00;12,625.25
Oct 2, 2021;Oct 3, 2021;12,663.50;12,663.50;10,767.00
Oct 3, 2021;Oct 4, 2021;11,968.50;11,968.50;9,873.75
Oct 4, 2021;Oct 5, 2021;14,284.50;14,284.50;13,086.00
Oct 5, 2021;Oct 6, 2021;14,814.75;14,814.75;12,846.75
Oct 6, 2021;Oct 7, 2021;15,124.00;15,124.00;13,193.75
Oct 7, 2021;Oct 8, 2021;15,011.50;15,011.50;14,365.50
Oct 8, 2021;Oct 9, 2021;14,787.50;14,787.50;13,254.75
Oct 9, 2021;Oct 10, 2021;12,785.00;12,785.00;11,058.00
Oct 10, 2021;Oct 11, 2021;12,013.00;12,013.00;11,073.75
Oct 11, 2021;Oct 12, 2021;14,425.00;14,425.00;13,562.25
Oct 12, 2021;Oct 13, 2021;14,815.50;14,815.50;13,766.00
Oct 13, 2021;Oct 14, 2021;15,082.75;15,082.75;14,224.75
Oct 14, 2021;Oct 15, 2021;14,815.25;14,815.25;13,754.00
Oct 15, 2021;Oct 16, 2021;14,926.50;14,926.50;13,762.50
Oct 16, 2021;Oct 17, 2021;12,991.25;12,991.25;12,338.25
Oct 17, 2021;Oct 18, 2021;12,000.50;12,000.50;11,615.00
Oct 18, 2021;Oct 19, 2021;14,467.00;14,467.00;13,249.50
Oct 19, 2021;Oct 20, 2021;14,860.00;14,860.00;12,744.25
Oct 20, 2021;Oct 21, 2021;15,055.75;15,055.75;12,489.25
Oct 21, 2021;Oct 22, 2021;15,356.50;15,356.50;12,773.50
Oct 22, 2021;Oct 23, 2021;15,207.50;15,207.50;13,094.00
Oct 23, 2021;Oct 24, 2021;13,293.50;13,293.50;12,839.75
Oct 24, 2021;Oct 25, 2021;12,516.75;12,516.75;10,617.25
Oct 25, 2021;Oct 26, 2021;14,908.50;14,908.50;13,533.75
Oct 26, 2021;Oct 27, 2021;15,093.00;15,093.00;14,152.50
Oct 27, 2021;Oct 28, 2021;15,188.25;15,188.25;14,826.50
Oct 28, 2021;Oct 29, 2021;15,290.25;15,290.25;14,373.75
Oct 29, 2021;Oct 30, 2021;15,019.25;15,019.25;12,576.75
Oct 30, 2021;Oct 31, 2021;13,126.00;13,126.00;10,911.50
Oct 31, 2021;Nov 1, 2021;12,483.50;12,483.50;10,543.00
Nov 1, 2021;Nov 2, 2021;12,257.75;12,257.75;10,448.00
Nov 2, 2021;Nov 3, 2021;14,500.50;14,500.50;13,896.75
Nov 3, 2021;Nov 4, 2021;15,169.75;15,169.75;14,097.25
Nov 4, 2021;Nov 5, 2021;15,253.50;15,253.50;14,372.25
Nov 5, 2021;Nov 6, 2021;15,085.00;15,085.00;14,566.25
Nov 6, 2021;Nov 7, 2021;13,335.50;13,335.50;12,416.50
Nov 7, 2021;Nov 8, 2021;12,661.50;12,661.50;11,128.75
Nov 8, 2021;Nov 9, 2021;15,174.75;15,174.75;14,634.50
Nov 9, 2021;Nov 10, 2021;15,763.75;15,763.75;15,000.25
Nov 10, 2021;Nov 11, 2021;15,986.00;15,986.00;15,581.25
Nov 11, 2021;Nov 12, 2021;15,980.25;15,980.25;15,537.25
Nov 12, 2021;Nov 13, 2021;15,968.00;15,968.00;15,067.50
Nov 13, 2021;Nov 14, 2021;13,731.75;13,731.75;12,720.25
Nov 14, 2021;Nov 15, 2021;12,674.00;12,674.00;11,975.50
Nov 15, 2021;Nov 16, 2021;15,034.00;15,034.00;14,577.75
Nov 16, 2021;Nov 17, 2021;15,672.00;15,672.00;15,604.25
Nov 17, 2021;Nov 18, 2021;15,803.00;15,803.00;15,511.00
Nov 18, 2021;Nov 19, 2021;15,936.50;15,936.50;15,501.75
Nov 19, 2021;Nov 20, 2021;15,472.75;15,472.75;15,107.25
Nov 20, 2021;Nov 21, 2021;13,407.75;13,407.75;12,964.75
Nov 21, 2021;Nov 22, 2021;12,784.00;12,784.00;12,318.50
Nov 22, 2021;Nov 23, 2021;15,380.00;15,380.00;13,568.50
Nov 23, 2021;Nov 24, 2021;15,909.50;15,909.50;14,478.25
Nov 24, 2021;Nov 25, 2021;15,983.75;15,983.75;14,989.50
Nov 25, 2021;Nov 26, 2021;16,161.00;16,161.00;15,816.75
Nov 26, 2021;Nov 27, 2021;16,410.00;16,410.00;15,016.00
Nov 27, 2021;Nov 28, 2021;14,389.00;14,389.00;13,775.50
Nov 28, 2021;Nov 29, 2021;13,621.00;13,621.00;13,314.50
Nov 29, 2021;Nov 30, 2021;16,160.25;16,160.25;14,601.50
Nov 30, 2021;Dec 1, 2021;16,542.50;16,542.50;14,024.00
Dec 1, 2021;Dec 2, 2021;16,416.50;16,416.50;13,867.00
Dec 2, 2021;Dec 3, 2021;16,597.25;16,597.25;15,136.50
Dec 3, 2021;Dec 4, 2021;16,617.75;16,617.75;15,281.00
Dec 4, 2021;Dec 5, 2021;14,460.00;14,460.00;13,282.25
Dec 5, 2021;Dec 6, 2021;13,512.00;13,512.00;12,682.75
Dec 6, 2021;Dec 7, 2021;15,997.00;15,997.00;15,114.25
Dec 7, 2021;Dec 8, 2021;16,404.00;16,404.00;14,458.00
Dec 8, 2021;Dec 9, 2021;16,348.25;16,348.25;15,026.00
Dec 9, 2021;Dec 10, 2021;16,530.75;16,530.75;15,896.50
Dec 10, 2021;Dec 11, 2021;16,510.25;16,510.25;15,229.25
Dec 11, 2021;Dec 12, 2021;14,454.00;14,454.00;13,793.75
Dec 12, 2021;Dec 13, 2021;13,498.75;13,498.75;12,626.25
Dec 13, 2021;Dec 14, 2021;15,765.00;15,765.00;15,504.75
Dec 14, 2021;Dec 15, 2021;16,279.50;16,279.50;16,114.50
Dec 15, 2021;Dec 16, 2021;16,143.00;16,143.00;15,916.00
Dec 16, 2021;Dec 17, 2021;15,804.75;15,804.75;15,440.25
Dec 17, 2021;Dec 18, 2021;15,426.50;15,426.50;14,668.00
Dec 18, 2021;Dec 19, 2021;13,702.00;13,702.00;12,940.25
Dec 19, 2021;Dec 20, 2021;12,782.75;12,782.75;12,211.75
Dec 20, 2021;Dec 21, 2021;14,754.00;14,754.00;14,200.00
Dec 21, 2021;Dec 22, 2021;15,192.75;15,192.75;14,086.50
Dec 22, 2021;Dec 23, 2021;15,191.75;15,191.75;14,058.50
Dec 23, 2021;Dec 24, 2021;14,618.00;14,618.00;12,961.00
Dec 24, 2021;Dec 25, 2021;12,912.50;12,912.50;11,948.00
Dec 25, 2021;Dec 26, 2021;10,934.50;10,934.50;10,636.00
Dec 26, 2021;Dec 27, 2021;11,233.75;11,233.75;10,843.00
Dec 27, 2021;Dec 28, 2021;12,693.00;12,693.00;11,664.75
Dec 28, 2021;Dec 29, 2021;12,839.25;12,839.25;10,425.25
Dec 29, 2021;Dec 30, 2021;12,786.00;12,786.00;10,965.25
Dec 30, 2021;Dec 31, 2021;12,739.00;12,739.00;10,744.00
Dec 31, 2021;Jan 1, 2022;12,306.75;12,306.75;10,896.75
Jan 1, 2022;Jan 2, 2022;10,785.00;10,785.00;10,298.50
Jan 2, 2022;Jan 3, 2022;11,337.75;11,337.75;9,172.25
Jan 3, 2022;Jan 4, 2022;13,910.75;13,910.75;11,749.25
Jan 4, 2022;Jan 5, 2022;14,700.25;14,700.25;13,966.25
Jan 5, 2022;Jan 6, 2022;15,515.75;15,515.75;13,692.25
Jan 6, 2022;Jan 7, 2022;15,586.25;15,586.25;14,756.75
Jan 7, 2022;Jan 8, 2022;15,800.75;15,800.75;14,320.00
Jan 8, 2022;Jan 9, 2022;14,167.00;14,167.00;12,547.50
Jan 9, 2022;Jan 10, 2022;13,312.50;13,312.50;11,750.75
Jan 10, 2022;Jan 11, 2022;16,075.25;16,075.25;15,959.50
Jan 11, 2022;Jan 12, 2022;16,727.25;16,727.25;16,385.75
Jan 12, 2022;Jan 13, 2022;16,701.00;16,701.00;16,321.00
Jan 13, 2022;Jan 14, 2022;16,570.00;16,570.00;16,174.00
Jan 14, 2022;Jan 15, 2022;16,384.00;16,384.00;15,753.25
Jan 15, 2022;Jan 16, 2022;14,592.25;14,592.25;14,168.00
Jan 16, 2022;Jan 17, 2022;13,816.75;13,816.75;13,605.25
Jan 17, 2022;Jan 18, 2022;16,169.00;16,169.00;15,455.75
Jan 18, 2022;Jan 19, 2022;16,334.75;16,334.75;15,706.25
Jan 19, 2022;Jan 20, 2022;16,623.25;16,623.25;15,981.00
Jan 20, 2022;Jan 21, 2022;16,488.50;16,488.50;15,244.50
Jan 21, 2022;Jan 22, 2022;16,349.75;16,349.75;15,590.50
Jan 22, 2022;Jan 23, 2022;14,264.25;14,264.25;13,842.50
Jan 23, 2022;Jan 24, 2022;13,419.00;13,419.00;13,190.00
Jan 24, 2022;Jan 25, 2022;15,897.75;15,897.75;15,084.75
Jan 25, 2022;Jan 26, 2022;16,634.75;16,634.75;16,410.25
Jan 26, 2022;Jan 27, 2022;16,895.75;16,895.75;16,805.25
Jan 27, 2022;Jan 28, 2022;16,850.50;16,850.50;15,928.25
Jan 28, 2022;Jan 29, 2022;16,176.00;16,176.00;15,141.00
Jan 29, 2022;Jan 30, 2022;14,168.50;14,168.50;11,947.50
Jan 30, 2022;Jan 31, 2022;13,229.00;13,229.00;11,931.25
Jan 31, 2022;Feb 1, 2022;15,918.25;15,918.25;12,997.50
Feb 1, 2022;Feb 2, 2022;16,459.25;16,459.25;14,364.75
Feb 2, 2022;Feb 3, 2022;16,153.25;16,153.25;14,634.25
Feb 3, 2022;Feb 4, 2022;16,168.50;16,168.50;15,149.50
Feb 4, 2022;Feb 5, 2022;16,064.25;16,064.25;13,981.75
Feb 5, 2022;Feb 6, 2022;14,184.25;14,184.25;12,172.50
Feb 6, 2022;Feb 7, 2022;13,462.75;13,462.75;10,458.00
Feb 7, 2022;Feb 8, 2022;15,740.50;15,740.50;13,369.75
Feb 8, 2022;Feb 9, 2022;15,917.25;15,917.25;14,358.75
Feb 9, 2022;Feb 10, 2022;15,677.25;15,677.25;14,352.75
Feb 10, 2022;Feb 11, 2022;16,117.00;16,117.00;14,796.00
Feb 11, 2022;Feb 12, 2022;15,991.50;15,991.50;14,636.75
Feb 12, 2022;Feb 13, 2022;14,051.75;14,051.75;12,530.00
Feb 13, 2022;Feb 14, 2022;13,017.75;13,017.75;10,483.75
Feb 14, 2022;Feb 15, 2022;15,115.00;15,115.00;12,979.75
Feb 15, 2022;Feb 16, 2022;15,418.50;15,418.50;13,276.25
Feb 16, 2022;Feb 17, 2022;15,548.75;15,548.75;12,480.25
Feb 17, 2022;Feb 18, 2022;15,479.00;15,479.00;12,392.50
Feb 18, 2022;Feb 19, 2022;15,462.00;15,462.00;12,920.25
Feb 19, 2022;Feb 20, 2022;13,689.00;13,689.00;10,689.75
Feb 20, 2022;Feb 21, 2022;12,897.25;12,897.25;9,960.25
Feb 21, 2022;Feb 22, 2022;15,693.25;15,693.25;12,674.50
Feb 22, 2022;Feb 23, 2022;15,944.25;15,944.25;13,726.25
Feb 23, 2022;Feb 24, 2022;15,691.00;15,691.00;14,148.00
Feb 24, 2022;Feb 25, 2022;15,850.25;15,850.25;13,681.00
Feb 25, 2022;Feb 26, 2022;16,064.25;16,064.25;14,109.00
Feb 26, 2022;Feb 27, 2022;14,143.50;14,143.50;12,803.00
Feb 27, 2022;Feb 28, 2022;13,044.25;13,044.25;10,508.50
Feb 28, 2022;Mar 1, 2022;15,240.25;15,240.25;13,248.50
Mar 1, 2022;Mar 2, 2022;15,961.25;15,961.25;14,921.50
Mar 2, 2022;Mar 3, 2022;16,092.00;16,092.00;15,537.00
Mar 3, 2022;Mar 4, 2022;15,880.50;15,880.50;14,591.00
Mar 4, 2022;Mar 5, 2022;15,470.00;15,470.00;14,177.75
Mar 5, 2022;Mar 6, 2022;13,901.50;13,901.50;12,725.00
Mar 6, 2022;Mar 7, 2022;13,085.25;13,085.25;11,224.50
Mar 7, 2022;Mar 8, 2022;15,433.25;15,433.25;12,896.00
Mar 8, 2022;Mar 9, 2022;15,828.75;15,828.75;13,129.25
Mar 9, 2022;Mar 10, 2022;15,853.75;15,853.75;14,379.25
Mar 10, 2022;Mar 11, 2022;15,661.25;15,661.25;13,561.25
Mar 11, 2022;Mar 12, 2022;15,183.00;15,183.00;12,190.00
Mar 12, 2022;Mar 13, 2022;13,177.75;13,177.75;11,681.50
Mar 13, 2022;Mar 14, 2022;12,463.25;12,463.25;10,461.25
Mar 14, 2022;Mar 15, 2022;14,877.25;14,877.25;13,739.50
Mar 15, 2022;Mar 16, 2022;15,671.25;15,671.25;15,203.25
Mar 16, 2022;Mar 17, 2022;15,611.00;15,611.00;14,483.00
Mar 17, 2022;Mar 18, 2022;15,457.75;15,457.75;13,852.75
Mar 18, 2022;Mar 19, 2022;15,145.25;15,145.25;11,900.50
Mar 19, 2022;Mar 20, 2022;13,129.25;13,129.25;9,646.50
Mar 20, 2022;Mar 21, 2022;12,618.25;12,618.25;11,474.00
Mar 21, 2022;Mar 22, 2022;14,502.75;14,502.75;13,262.50
Mar 22, 2022;Mar 23, 2022;14,871.75;14,871.75;13,598.75
Mar 23, 2022;Mar 24, 2022;14,957.50;14,957.50;13,729.00
Mar 24, 2022;Mar 25, 2022;14,871.75;14,871.75;13,410.75
Mar 25, 2022;Mar 26, 2022;14,675.75;14,675.75;12,691.25
Mar 26, 2022;Mar 27, 2022;12,720.25;12,720.25;10,155.50
Mar 27, 2022;Mar 28, 2022;11,414.25;11,414.25;9,632.75
Mar 28, 2022;Mar 29, 2022;14,397.75;14,397.75;13,162.00
Mar 29, 2022;Mar 30, 2022;14,747.25;14,747.25;13,911.25
Mar 30, 2022;Mar 31, 2022;15,122.75;15,122.75;14,426.50
Mar 31, 2022;Apr 1, 2022;15,489.50;15,489.50;14,822.75
Apr 1, 2022;Apr 2, 2022;15,776.50;15,776.50;14,382.50
Apr 2, 2022;Apr 3, 2022;13,727.00;13,727.00;11,314.25
Apr 3, 2022;Apr 4, 2022;12,605.50;12,605.50;11,152.25
Apr 4, 2022;Apr 5, 2022;14,891.75;14,891.75;11,955.25
Apr 5, 2022;Apr 6, 2022;15,065.75;15,065.75;12,685.75
Apr 6, 2022;Apr 7, 2022;14,918.00;14,918.00;12,302.25
Apr 7, 2022;Apr 8, 2022;14,932.50;14,932.50;11,437.00
Apr 8, 2022;Apr 9, 2022;15,108.75;15,108.75;13,741.50
Apr 9, 2022;Apr 10, 2022;13,161.50;13,161.50;11,169.50
