Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Apr 2, 2020;Apr 3, 2020;12,116.50;12,116.50;11,087.50
Apr 3, 2020;Apr 4, 2020;12,212.75;12,212.75;11,214.00
Apr 4, 2020;Apr 5, 2020;11,233.00;11,233.00;10,243.50
Apr 5, 2020;Apr 6, 2020;10,426.25;10,426.25;8,299.75
Apr 6, 2020;Apr 7, 2020;11,547.00;11,547.00;9,774.75
Apr 7, 2020;Apr 8, 2020;11,699.75;11,699.75;10,584.50
Apr 8, 2020;Apr 9, 2020;11,589.75;11,589.75;10,557.75
Apr 9, 2020;Apr 10, 2020;11,732.00;11,732.00;10,830.75
Apr 10, 2020;Apr 11, 2020;11,632.25;11,632.25;10,293.00
Apr 11, 2020;Apr 12, 2020;10,725.00;10,725.00;9,611.00
Apr 12, 2020;Apr 13, 2020;10,154.25;10,154.25;9,448.75
Apr 13, 2020;Apr 14, 2020;10,378.00;10,378.00;9,235.75
Apr 14, 2020;Apr 15, 2020;11,767.25;11,767.25;10,287.00
Apr 15, 2020;Apr 16, 2020;11,956.50;11,956.50;10,593.50
Apr 16, 2020;Apr 17, 2020;12,069.25;12,069.25;11,061.50
Apr 17, 2020;Apr 18, 2020;12,088.75;12,088.75;11,323.50
Apr 18, 2020;Apr 19, 2020;10,920.50;10,920.50;10,212.75
Apr 19, 2020;Apr 20, 2020;10,407.75;10,407.75;9,428.25
Apr 20, 2020;Apr 21, 2020;11,928.25;11,928.25;8,842.00
Apr 21, 2020;Apr 22, 2020;12,391.75;12,391.75;9,785.50
Apr 22, 2020;Apr 23, 2020;12,483.50;12,483.50;9,951.75
Apr 23, 2020;Apr 24, 2020;12,569.00;12,569.00;11,220.25
Apr 24, 2020;Apr 25, 2020;12,431.00;12,431.00;10,924.75
Apr 25, 2020;Apr 26, 2020;11,081.25;11,081.25;9,919.75
Apr 26, 2020;Apr 27, 2020;10,566.50;10,566.50;9,493.50
Apr 27, 2020;Apr 28, 2020;12,305.25;12,305.25;11,444.00
Apr 28, 2020;Apr 29, 2020;12,697.00;12,697.00;11,526.50
Apr 29, 2020;Apr 30, 2020;12,540.00;12,540.00;10,900.50
Apr 30, 2020;May 1, 2020;12,451.25;12,451.25;10,305.25
May 1, 2020;May 2, 2020;10,991.25;10,991.25;9,159.75
May 2, 2020;May 3, 2020;10,914.25;10,914.25;9,191.50
May 3, 2020;May 4, 2020;10,756.00;10,756.00;10,118.75
May 4, 2020;May 5, 2020;12,426.50;12,426.50;11,349.75
May 5, 2020;May 6, 2020;12,665.25;12,665.25;11,004.50
May 6, 2020;May 7, 2020;12,797.50;12,797.50;11,207.50
May 7, 2020;May 8, 2020;12,843.25;12,843.25;11,840.00
May 8, 2020;May 9, 2020;12,817.00;12,817.00;11,913.50
May 9, 2020;May 10, 2020;10,914.75;10,914.75;10,108.25
May 10, 2020;May 11, 2020;10,663.75;10,663.75;9,813.75
May 11, 2020;May 12, 2020;12,903.50;12,903.50;10,001.50
May 12, 2020;May 13, 2020;13,432.25;13,432.25;11,911.50
May 13, 2020;May 14, 2020;13,430.00;13,430.00;12,048.75
May 14, 2020;May 15, 2020;13,434.25;13,434.25;11,465.25
May 15, 2020;May 16, 2020;13,160.00;13,160.00;11,186.00
May 16, 2020;May 17, 2020;11,524.75;11,524.75;10,129.75
May 17, 2020;May 18, 2020;10,706.00;10,706.00;9,382.25
May 18, 2020;May 19, 2020;12,859.75;12,859.75;11,706.50
May 19, 2020;May 20, 2020;13,156.00;13,156.00;11,773.75
May 20, 2020;May 21, 2020;13,065.25;13,065.25;11,850.75
May 21, 2020;May 22, 2020;10,987.75;10,987.75;9,896.75
May 22, 2020;May 23, 2020;11,850.25;11,850.25;10,592.00
May 23, 2020;May 24, 2020;11,089.25;11,089.25;9,666.25
May 24, 2020;May 25, 2020;10,565.75;10,565.75;9,454.75
May 25, 2020;May 26, 2020;12,930.25;12,930.25;11,838.50
May 26, 2020;May 27, 2020;13,234.75;13,234.75;11,871.50
May 27, 2020;May 28, 2020;13,372.50;13,372.50;12,156.50
May 28, 2020;May 29, 2020;13,437.25;13,437.25;11,471.25
May 29, 2020;May 30, 2020;13,321.00;13,321.00;11,603.25
May 30, 2020;May 31, 2020;11,620.50;11,620.50;9,853.25
May 31, 2020;Jun 1, 2020;10,570.75;10,570.75;9,043.50
Jun 1, 2020;Jun 2, 2020;10,765.75;10,765.75;8,975.00
Jun 2, 2020;Jun 3, 2020;13,182.75;13,182.75;11,928.00
Jun 3, 2020;Jun 4, 2020;13,429.50;13,429.50;12,366.75
Jun 4, 2020;Jun 5, 2020;13,563.00;13,563.00;12,822.00
Jun 5, 2020;Jun 6, 2020;13,604.25;13,604.25;11,655.50
Jun 6, 2020;Jun 7, 2020;12,083.50;12,083.50;9,904.00
Jun 7, 2020;Jun 8, 2020;11,026.75;11,026.75;9,804.25
Jun 8, 2020;Jun 9, 2020;13,416.75;13,416.75;12,490.00
Jun 9, 2020;Jun 10, 2020;13,864.25;13,864.25;12,782.00
Jun 10, 2020;Jun 11, 2020;13,931.75;13,931.75;13,295.00
Jun 11, 2020;Jun 12, 2020;13,922.75;13,922.75;12,870.25
Jun 12, 2020;Jun 13, 2020;13,876.25;13,876.25;12,614.00
Jun 13, 2020;Jun 14, 2020;12,063.00;12,063.00;11,074.00
Jun 14, 2020;Jun 15, 2020;11,121.25;11,121.25;10,033.50
Jun 15, 2020;Jun 16, 2020;13,439.50;13,439.50;12,616.50
Jun 16, 2020;Jun 17, 2020;13,752.25;13,752.25;12,798.50
Jun 17, 2020;Jun 18, 2020;13,994.00;13,994.00;13,282.00
Jun 18, 2020;Jun 19, 2020;13,802.25;13,802.25;12,789.00
Jun 19, 2020;Jun 20, 2020;13,599.75;13,599.75;12,388.50
Jun 20, 2020;Jun 21, 2020;11,912.75;11,912.75;11,118.00
Jun 21, 2020;Jun 22, 2020;10,815.75;10,815.75;9,664.75
Jun 22, 2020;Jun 23, 2020;12,112.00;12,112.00;10,856.25
Jun 23, 2020;Jun 24, 2020;10,967.25;10,967.25;9,593.75
Jun 24, 2020;Jun 25, 2020;13,439.50;13,439.50;11,609.00
Jun 25, 2020;Jun 26, 2020;13,821.25;13,821.25;11,962.75
Jun 26, 2020;Jun 27, 2020;13,799.75;13,799.75;12,622.50
Jun 27, 2020;Jun 28, 2020;12,177.00;12,177.00;10,376.75
Jun 28, 2020;Jun 29, 2020;11,109.50;11,109.50;9,413.25
Jun 29, 2020;Jun 30, 2020;13,434.25;13,434.25;11,526.00
Jun 30, 2020;Jul 1, 2020;13,646.50;13,646.50;12,110.50
Jul 1, 2020;Jul 2, 2020;13,889.50;13,889.50;12,366.75
Jul 2, 2020;Jul 3, 2020;13,825.25;13,825.25;12,616.00
Jul 3, 2020;Jul 4, 2020;13,527.50;13,527.50;11,989.00
Jul 4, 2020;Jul 5, 2020;11,860.75;11,860.75;9,358.00
Jul 5, 2020;Jul 6, 2020;11,079.25;11,079.25;9,485.00
Jul 6, 2020;Jul 7, 2020;13,067.25;13,067.25;11,115.50
Jul 7, 2020;Jul 8, 2020;13,425.00;13,425.00;12,368.25
Jul 8, 2020;Jul 9, 2020;13,646.50;13,646.50;12,470.25
Jul 9, 2020;Jul 10, 2020;13,859.25;13,859.25;11,939.00
Jul 10, 2020;Jul 11, 2020;13,679.50;13,679.50;12,347.00
Jul 11, 2020;Jul 12, 2020;11,793.25;11,793.25;10,666.25
Jul 12, 2020;Jul 13, 2020;10,878.50;10,878.50;9,547.25
Jul 13, 2020;Jul 14, 2020;13,177.75;13,177.75;11,816.50
Jul 14, 2020;Jul 15, 2020;13,502.00;13,502.00;12,580.75
Jul 15, 2020;Jul 16, 2020;13,455.50;13,455.50;12,687.50
Jul 16, 2020;Jul 17, 2020;13,682.00;13,682.00;13,034.25
Jul 17, 2020;Jul 18, 2020;13,445.75;13,445.75;12,575.50
Jul 18, 2020;Jul 19, 2020;12,001.25;12,001.25;11,213.00
Jul 19, 2020;Jul 20, 2020;11,053.50;11,053.50;9,879.25
Jul 20, 2020;Jul 21, 2020;13,242.50;13,242.50;11,865.50
Jul 21, 2020;Jul 22, 2020;13,468.25;13,468.25;11,765.75
Jul 22, 2020;Jul 23, 2020;13,587.75;13,587.75;12,145.25
Jul 23, 2020;Jul 24, 2020;13,606.50;13,606.50;12,493.25
Jul 24, 2020;Jul 25, 2020;13,494.75;13,494.75;12,570.25
Jul 25, 2020;Jul 26, 2020;11,898.25;11,898.25;10,957.25
Jul 26, 2020;Jul 27, 2020;10,914.75;10,914.75;9,268.75
Jul 27, 2020;Jul 28, 2020;13,265.00;13,265.00;11,296.50
Jul 28, 2020;Jul 29, 2020;13,501.25;13,501.25;11,851.25
Jul 29, 2020;Jul 30, 2020;13,406.75;13,406.75;12,245.50
Jul 30, 2020;Jul 31, 2020;13,467.25;13,467.25;12,378.50
Jul 31, 2020;Aug 1, 2020;13,473.25;13,473.25;12,215.75
Aug 1, 2020;Aug 2, 2020;11,842.00;11,842.00;10,594.50
Aug 2, 2020;Aug 3, 2020;10,755.50;10,755.50;9,649.75
Aug 3, 2020;Aug 4, 2020;12,421.50;12,421.50;11,704.25
Aug 4, 2020;Aug 5, 2020;12,477.75;12,477.75;11,130.75
Aug 5, 2020;Aug 6, 2020;12,674.75;12,674.75;11,673.50
Aug 6, 2020;Aug 7, 2020;12,912.25;12,912.25;11,616.50
Aug 7, 2020;Aug 8, 2020;13,121.25;13,121.25;12,145.25
Aug 8, 2020;Aug 9, 2020;11,928.50;11,928.50;11,105.25
Aug 9, 2020;Aug 10, 2020;11,137.75;11,137.75;10,000.00
Aug 10, 2020;Aug 11, 2020;13,201.00;13,201.00;12,191.50
Aug 11, 2020;Aug 12, 2020;13,434.25;13,434.25;12,269.25
Aug 12, 2020;Aug 13, 2020;13,454.50;13,454.50;12,297.50
Aug 13, 2020;Aug 14, 2020;13,220.75;13,220.75;12,255.75
Aug 14, 2020;Aug 15, 2020;12,927.00;12,927.00;12,020.75
Aug 15, 2020;Aug 16, 2020;11,049.50;11,049.50;10,387.00
Aug 16, 2020;Aug 17, 2020;10,935.75;10,935.75;10,017.25
Aug 17, 2020;Aug 18, 2020;12,912.00;12,912.00;11,781.75
Aug 18, 2020;Aug 19, 2020;13,190.75;13,190.75;12,396.25
Aug 19, 2020;Aug 20, 2020;13,304.25;13,304.25;12,383.75
Aug 20, 2020;Aug 21, 2020;13,786.50;13,786.50;12,337.75
Aug 21, 2020;Aug 22, 2020;13,756.75;13,756.75;12,178.25
Aug 22, 2020;Aug 23, 2020;11,885.25;11,885.25;9,686.25
Aug 23, 2020;Aug 24, 2020;10,875.50;10,875.50;9,457.25
Aug 24, 2020;Aug 25, 2020;13,000.25;13,000.25;11,930.75
Aug 25, 2020;Aug 26, 2020;13,465.75;13,465.75;11,689.00
Aug 26, 2020;Aug 27, 2020;13,557.50;13,557.50;10,387.75
Aug 27, 2020;Aug 28, 2020;13,617.25;13,617.25;12,413.00
Aug 28, 2020;Aug 29, 2020;13,545.50;13,545.50;11,908.00
Aug 29, 2020;Aug 30, 2020;11,948.00;11,948.00;10,727.25
Aug 30, 2020;Aug 31, 2020;11,052.00;11,052.00;10,221.25
Aug 31, 2020;Sep 1, 2020;13,223.50;13,223.50;11,961.00
Sep 1, 2020;Sep 2, 2020;13,637.75;13,637.75;12,688.25
Sep 2, 2020;Sep 3, 2020;13,675.00;13,675.00;13,064.50
Sep 3, 2020;Sep 4, 2020;13,805.50;13,805.50;12,883.75
Sep 4, 2020;Sep 5, 2020;13,785.00;13,785.00;12,730.00
Sep 5, 2020;Sep 6, 2020;12,009.75;12,009.75;11,216.25
Sep 6, 2020;Sep 7, 2020;11,025.75;11,025.75;10,479.75
Sep 7, 2020;Sep 8, 2020;13,210.00;13,210.00;12,473.50
Sep 8, 2020;Sep 9, 2020;13,663.75;13,663.75;12,777.00
Sep 9, 2020;Sep 10, 2020;13,833.50;13,833.50;13,212.75
Sep 10, 2020;Sep 11, 2020;13,743.25;13,743.25;12,961.25
Sep 11, 2020;Sep 12, 2020;13,706.25;13,706.25;13,070.75
Sep 12, 2020;Sep 13, 2020;12,092.50;12,092.50;11,193.00
Sep 13, 2020;Sep 14, 2020;11,167.75;11,167.75;10,480.00
Sep 14, 2020;Sep 15, 2020;13,852.25;13,852.25;12,937.25
Sep 15, 2020;Sep 16, 2020;14,317.75;14,317.75;13,542.75
Sep 16, 2020;Sep 17, 2020;14,409.25;14,409.25;13,490.75
Sep 17, 2020;Sep 18, 2020;14,065.00;14,065.00;12,471.50
Sep 18, 2020;Sep 19, 2020;13,787.50;13,787.50;11,702.00
Sep 19, 2020;Sep 20, 2020;12,007.25;12,007.25;10,929.25
Sep 20, 2020;Sep 21, 2020;10,945.75;10,945.75;10,139.50
Sep 21, 2020;Sep 22, 2020;13,473.25;13,473.25;12,696.25
Sep 22, 2020;Sep 23, 2020;13,880.75;13,880.75;13,123.25
Sep 23, 2020;Sep 24, 2020;14,164.25;14,164.25;12,929.25
Sep 24, 2020;Sep 25, 2020;14,158.25;14,158.25;12,020.75
Sep 25, 2020;Sep 26, 2020;14,219.50;14,219.50;11,965.50
Sep 26, 2020;Sep 27, 2020;12,409.00;12,409.00;9,810.00
Sep 27, 2020;Sep 28, 2020;11,657.75;11,657.75;10,869.00
Sep 28, 2020;Sep 29, 2020;14,101.00;14,101.00;13,661.25
Sep 29, 2020;Sep 30, 2020;14,566.50;14,566.50;13,922.00
Sep 30, 2020;Oct 1, 2020;14,578.25;14,578.25;14,211.00
Oct 1, 2020;Oct 2, 2020;14,534.25;14,534.25;13,389.75
Oct 2, 2020;Oct 3, 2020;14,601.25;14,601.25;12,983.50
Oct 3, 2020;Oct 4, 2020;12,741.25;12,741.25;11,523.50
Oct 4, 2020;Oct 5, 2020;11,894.25;11,894.25;9,567.75
Oct 5, 2020;Oct 6, 2020;14,460.75;14,460.75;12,329.00
Oct 6, 2020;Oct 7, 2020;14,815.50;14,815.50;12,274.50
Oct 7, 2020;Oct 8, 2020;14,735.25;14,735.25;12,706.00
Oct 8, 2020;Oct 9, 2020;14,958.75;14,958.75;12,567.75
Oct 9, 2020;Oct 10, 2020;14,937.25;14,937.25;13,973.00
Oct 10, 2020;Oct 11, 2020;12,742.00;12,742.00;11,157.75
Oct 11, 2020;Oct 12, 2020;11,965.50;11,965.50;11,239.25
Oct 12, 2020;Oct 13, 2020;14,441.75;14,441.75;13,956.50
Oct 13, 2020;Oct 14, 2020;14,877.50;14,877.50;14,156.50
Oct 14, 2020;Oct 15, 2020;14,982.00;14,982.00;13,587.00
Oct 15, 2020;Oct 16, 2020;15,119.75;15,119.75;13,992.50
Oct 16, 2020;Oct 17, 2020;14,871.25;14,871.25;14,296.75
Oct 17, 2020;Oct 18, 2020;13,042.50;13,042.50;12,747.75
Oct 18, 2020;Oct 19, 2020;12,241.25;12,241.25;12,013.50
Oct 19, 2020;Oct 20, 2020;14,635.75;14,635.75;13,776.00
Oct 20, 2020;Oct 21, 2020;15,040.50;15,040.50;13,158.75
Oct 21, 2020;Oct 22, 2020;14,897.00;14,897.00;12,163.25
Oct 22, 2020;Oct 23, 2020;14,713.00;14,713.00;13,115.00
Oct 23, 2020;Oct 24, 2020;14,710.00;14,710.00;13,979.00
Oct 24, 2020;Oct 25, 2020;12,800.00;12,800.00;10,645.25
Oct 25, 2020;Oct 26, 2020;12,594.00;12,594.00;10,306.75
Oct 26, 2020;Oct 27, 2020;14,384.25;14,384.25;12,665.00
Oct 27, 2020;Oct 28, 2020;14,790.50;14,790.50;12,651.25
Oct 28, 2020;Oct 29, 2020;14,810.50;14,810.50;12,346.50
Oct 29, 2020;Oct 30, 2020;14,988.25;14,988.25;12,853.25
Oct 30, 2020;Oct 31, 2020;14,754.25;14,754.25;13,076.00
Oct 31, 2020;Nov 1, 2020;12,466.75;12,466.75;10,806.00
Nov 1, 2020;Nov 2, 2020;11,755.50;11,755.50;9,531.50
Nov 2, 2020;Nov 3, 2020;13,835.75;13,835.75;11,070.00
Nov 3, 2020;Nov 4, 2020;14,355.25;14,355.25;13,183.00
Nov 4, 2020;Nov 5, 2020;14,671.75;14,671.75;13,990.00
Nov 5, 2020;Nov 6, 2020;14,841.75;14,841.75;13,607.75
Nov 6, 2020;Nov 7, 2020;14,664.50;14,664.50;12,735.50
Nov 7, 2020;Nov 8, 2020;13,070.50;13,070.50;11,462.00
Nov 8, 2020;Nov 9, 2020;12,224.25;12,224.25;11,304.00
Nov 9, 2020;Nov 10, 2020;14,524.25;14,524.25;13,876.25
Nov 10, 2020;Nov 11, 2020;14,998.25;14,998.25;14,809.25
Nov 11, 2020;Nov 12, 2020;15,034.25;15,034.25;14,816.50
Nov 12, 2020;Nov 13, 2020;15,046.25;15,046.25;13,604.50
Nov 13, 2020;Nov 14, 2020;15,018.25;15,018.25;13,518.25
Nov 14, 2020;Nov 15, 2020;13,050.00;13,050.00;11,427.25
Nov 15, 2020;Nov 16, 2020;12,208.75;12,208.75;9,426.75
Nov 16, 2020;Nov 17, 2020;14,743.25;14,743.25;12,505.25
Nov 17, 2020;Nov 18, 2020;15,090.75;15,090.75;13,967.50
Nov 18, 2020;Nov 19, 2020;14,936.75;14,936.75;13,596.25
Nov 19, 2020;Nov 20, 2020;15,184.00;15,184.00;13,348.00
Nov 20, 2020;Nov 21, 2020;15,393.25;15,393.25;14,897.75
Nov 21, 2020;Nov 22, 2020;13,665.25;13,665.25;12,216.00
Nov 22, 2020;Nov 23, 2020;12,745.50;12,745.50;11,990.75
Nov 23, 2020;Nov 24, 2020;15,088.50;15,088.50;14,855.50
Nov 24, 2020;Nov 25, 2020;15,499.75;15,499.75;15,203.50
Nov 25, 2020;Nov 26, 2020;15,428.25;15,428.25;14,827.00
Nov 26, 2020;Nov 27, 2020;15,422.75;15,422.75;15,170.25
Nov 27, 2020;Nov 28, 2020;15,421.25;15,421.25;14,932.25
Nov 28, 2020;Nov 29, 2020;13,527.00;13,527.00;12,586.00
Nov 29, 2020;Nov 30, 2020;13,160.00;13,160.00;12,815.25
Nov 30, 2020;Dec 1, 2020;15,691.50;15,691.50;15,098.50
Dec 1, 2020;Dec 2, 2020;16,051.25;16,051.25;15,521.00
Dec 2, 2020;Dec 3, 2020;15,955.50;15,955.50;15,768.00
Dec 3, 2020;Dec 4, 2020;16,162.00;16,162.00;14,589.50
Dec 4, 2020;Dec 5, 2020;15,746.50;15,746.50;13,823.25
Dec 5, 2020;Dec 6, 2020;13,767.25;13,767.25;12,684.00
Dec 6, 2020;Dec 7, 2020;13,091.25;13,091.25;12,782.75
Dec 7, 2020;Dec 8, 2020;15,476.00;15,476.00;14,930.00
Dec 8, 2020;Dec 9, 2020;16,140.50;16,140.50;15,674.75
Dec 9, 2020;Dec 10, 2020;16,144.75;16,144.75;16,067.25
Dec 10, 2020;Dec 11, 2020;16,112.75;16,112.75;15,881.75
Dec 11, 2020;Dec 12, 2020;16,059.00;16,059.00;15,256.50
Dec 12, 2020;Dec 13, 2020;13,744.50;13,744.50;13,480.00
Dec 13, 2020;Dec 14, 2020;13,044.50;13,044.50;11,939.00
Dec 14, 2020;Dec 15, 2020;15,210.50;15,210.50;13,740.75
Dec 15, 2020;Dec 16, 2020;15,462.50;15,462.50;14,775.75
Dec 16, 2020;Dec 17, 2020;15,221.25;15,221.25;14,325.25
Dec 17, 2020;Dec 18, 2020;15,153.50;15,153.50;13,712.25
Dec 18, 2020;Dec 19, 2020;14,717.50;14,717.50;13,603.50
Dec 19, 2020;Dec 20, 2020;12,834.25;12,834.25;11,005.00
Dec 20, 2020;Dec 21, 2020;12,176.75;12,176.75;11,130.50
Dec 21, 2020;Dec 22, 2020;13,644.25;13,644.25;11,636.50
Dec 22, 2020;Dec 23, 2020;13,634.25;13,634.25;11,279.50
Dec 23, 2020;Dec 24, 2020;13,505.00;13,505.00;11,846.50
Dec 24, 2020;Dec 25, 2020;12,664.00;12,664.00;11,005.25
Dec 25, 2020;Dec 26, 2020;11,416.00;11,416.00;10,051.00
Dec 26, 2020;Dec 27, 2020;11,526.50;11,526.50;10,255.50
Dec 27, 2020;Dec 28, 2020;11,777.50;11,777.50;11,071.00
Dec 28, 2020;Dec 29, 2020;12,858.25;12,858.25;12,179.75
Dec 29, 2020;Dec 30, 2020;13,097.50;13,097.50;12,531.75
Dec 30, 2020;Dec 31, 2020;13,023.50;13,023.50;12,456.00
Dec 31, 2020;Jan 1, 2021;12,812.75;12,812.75;12,109.50
Jan 1, 2021;Jan 2, 2021;11,585.00;11,585.00;11,483.75
Jan 2, 2021;Jan 3, 2021;12,155.75;12,155.75;12,011.00
Jan 3, 2021;Jan 4, 2021;11,921.25;11,921.25;11,297.00
Jan 4, 2021;Jan 5, 2021;14,444.75;14,444.75;14,135.25
Jan 5, 2021;Jan 6, 2021;15,090.75;15,090.75;14,747.50
Jan 6, 2021;Jan 7, 2021;15,230.25;15,230.25;14,891.00
Jan 7, 2021;Jan 8, 2021;15,458.00;15,458.00;14,867.75
Jan 8, 2021;Jan 9, 2021;15,451.00;15,451.00;14,358.75
Jan 9, 2021;Jan 10, 2021;13,781.25;13,781.25;13,148.50
Jan 10, 2021;Jan 11, 2021;13,106.00;13,106.00;12,643.00
Jan 11, 2021;Jan 12, 2021;15,835.00;15,835.00;14,881.00
Jan 12, 2021;Jan 13, 2021;16,119.50;16,119.50;14,281.50
Jan 13, 2021;Jan 14, 2021;16,104.50;16,104.50;14,933.25
Jan 14, 2021;Jan 15, 2021;16,432.25;16,432.25;15,426.00
Jan 15, 2021;Jan 16, 2021;16,350.00;16,350.00;15,099.25
Jan 16, 2021;Jan 17, 2021;14,621.25;14,621.25;14,121.25
Jan 17, 2021;Jan 18, 2021;13,576.25;13,576.25;12,616.50
Jan 18, 2021;Jan 19, 2021;15,861.75;15,861.75;14,472.50
Jan 19, 2021;Jan 20, 2021;16,483.25;16,483.25;14,026.00
Jan 20, 2021;Jan 21, 2021;16,084.25;16,084.25;13,254.00
Jan 21, 2021;Jan 22, 2021;15,860.75;15,860.75;12,883.00
Jan 22, 2021;Jan 23, 2021;15,944.75;15,944.75;15,078.25
Jan 23, 2021;Jan 24, 2021;14,137.50;14,137.50;13,410.50
Jan 24, 2021;Jan 25, 2021;13,621.25;13,621.25;12,115.25
Jan 25, 2021;Jan 26, 2021;15,870.00;15,870.00;15,190.00
Jan 26, 2021;Jan 27, 2021;16,299.50;16,299.50;14,473.25
Jan 27, 2021;Jan 28, 2021;16,475.25;16,475.25;15,522.75
Jan 28, 2021;Jan 29, 2021;16,010.25;16,010.25;13,679.75
Jan 29, 2021;Jan 30, 2021;15,484.00;15,484.00;12,690.75
Jan 30, 2021;Jan 31, 2021;13,893.00;13,893.00;12,678.00
Jan 31, 2021;Feb 1, 2021;13,369.25;13,369.25;13,008.00
Feb 1, 2021;Feb 2, 2021;15,314.25;15,314.25;14,754.50
Feb 2, 2021;Feb 3, 2021;15,633.00;15,633.00;13,876.25
Feb 3, 2021;Feb 4, 2021;15,669.50;15,669.50;13,013.25
Feb 4, 2021;Feb 5, 2021;15,691.25;15,691.25;14,636.00
Feb 5, 2021;Feb 6, 2021;15,624.25;15,624.25;15,224.50
Feb 6, 2021;Feb 7, 2021;13,741.50;13,741.50;12,660.50
Feb 7, 2021;Feb 8, 2021;12,897.00;12,897.00;12,366.75
Feb 8, 2021;Feb 9, 2021;15,782.75;15,782.75;15,633.25
Feb 9, 2021;Feb 10, 2021;16,501.25;16,501.25;16,393.25
Feb 10, 2021;Feb 11, 2021;16,509.00;16,509.00;15,404.00
Feb 11, 2021;Feb 12, 2021;16,699.00;16,699.00;15,712.25
Feb 12, 2021;Feb 13, 2021;16,551.50;16,551.50;14,003.00
Feb 13, 2021;Feb 14, 2021;14,764.75;14,764.75;11,627.50
Feb 14, 2021;Feb 15, 2021;13,639.50;13,639.50;10,715.00
Feb 15, 2021;Feb 16, 2021;15,566.75;15,566.75;13,726.25
Feb 16, 2021;Feb 17, 2021;15,423.25;15,423.25;13,352.75
Feb 17, 2021;Feb 18, 2021;15,430.25;15,430.25;13,753.50
Feb 18, 2021;Feb 19, 2021;15,537.75;15,537.75;13,300.25
Feb 19, 2021;Feb 20, 2021;15,223.75;15,223.75;13,837.75
Feb 20, 2021;Feb 21, 2021;13,179.75;13,179.75;11,089.75
Feb 21, 2021;Feb 22, 2021;12,413.25;12,413.25;9,990.50
Feb 22, 2021;Feb 23, 2021;14,933.75;14,933.75;13,231.75
Feb 23, 2021;Feb 24, 2021;14,830.50;14,830.50;12,994.75
Feb 24, 2021;Feb 25, 2021;14,857.00;14,857.00;13,096.00
Feb 25, 2021;Feb 26, 2021;14,986.00;14,986.00;13,840.75
Feb 26, 2021;Feb 27, 2021;15,228.75;15,228.75;14,009.75
Feb 27, 2021;Feb 28, 2021;13,368.25;13,368.25;11,795.50
Feb 28, 2021;Mar 1, 2021;12,524.50;12,524.50;10,526.75
Mar 1, 2021;Mar 2, 2021;14,746.00;14,746.00;12,765.75
Mar 2, 2021;Mar 3, 2021;15,134.25;15,134.25;13,786.25
Mar 3, 2021;Mar 4, 2021;15,041.25;15,041.25;14,264.00
Mar 4, 2021;Mar 5, 2021;15,284.25;15,284.25;14,523.25
Mar 5, 2021;Mar 6, 2021;15,425.50;15,425.50;14,289.25
Mar 6, 2021;Mar 7, 2021;13,660.25;13,660.25;11,700.25
Mar 7, 2021;Mar 8, 2021;12,829.25;12,829.25;11,638.50
Mar 8, 2021;Mar 9, 2021;15,133.50;15,133.50;13,886.50
Mar 9, 2021;Mar 10, 2021;15,712.75;15,712.75;15,251.25
Mar 10, 2021;Mar 11, 2021;15,494.50;15,494.50;13,906.75
Mar 11, 2021;Mar 12, 2021;15,541.25;15,541.25;12,181.50
Mar 12, 2021;Mar 13, 2021;15,490.75;15,490.75;12,522.00
Mar 13, 2021;Mar 14, 2021;13,674.75;13,674.75;10,282.75
Mar 14, 2021;Mar 15, 2021;12,908.00;12,908.00;11,104.00
Mar 15, 2021;Mar 16, 2021;15,108.00;15,108.00;12,286.50
Mar 16, 2021;Mar 17, 2021;15,578.75;15,578.75;14,485.00
Mar 17, 2021;Mar 18, 2021;15,533.50;15,533.50;14,181.25
Mar 18, 2021;Mar 19, 2021;15,573.00;15,573.00;14,802.00
Mar 19, 2021;Mar 20, 2021;15,620.25;15,620.25;13,328.00
Mar 20, 2021;Mar 21, 2021;13,612.75;13,612.75;12,364.25
Mar 21, 2021;Mar 22, 2021;12,861.75;12,861.75;11,083.00
Mar 22, 2021;Mar 23, 2021;15,282.00;15,282.00;14,476.00
Mar 23, 2021;Mar 24, 2021;15,239.50;15,239.50;14,400.00
Mar 24, 2021;Mar 25, 2021;15,086.00;15,086.00;13,667.75
Mar 25, 2021;Mar 26, 2021;15,172.75;15,172.75;14,416.00
Mar 26, 2021;Mar 27, 2021;14,875.25;14,875.25;12,786.50
Mar 27, 2021;Mar 28, 2021;13,269.50;13,269.50;10,933.50
Mar 28, 2021;Mar 29, 2021;11,812.00;11,812.00;9,494.50
Mar 29, 2021;Mar 30, 2021;14,260.25;14,260.25;12,397.50
Mar 30, 2021;Mar 31, 2021;14,611.75;14,611.75;13,591.25
Mar 31, 2021;Apr 1, 2021;14,518.25;14,518.25;13,220.00
Apr 1, 2021;Apr 2, 2021;14,340.25;14,340.25;12,985.75
Apr 2, 2021;Apr 3, 2021;14,140.50;14,140.50;11,856.75
Apr 3, 2021;Apr 4, 2021;12,666.75;12,666.75;10,729.00
Apr 4, 2021;Apr 5, 2021;11,731.75;11,731.75;10,357.25
Apr 5, 2021;Apr 6, 2021;12,393.00;12,393.00;11,004.50
